@TYPE,@DESCRIPTION,@VALIDATED,@WHENCREATED,@NAME,@ALLOWAUTOMATICDELETION,@EXPORTFLAG,@DATEVALIDATED,@TEMPLATE,@UNIQUEIDENTIFIER,@WHENUPDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,,0,2018-05-01T03:12:02,,0,0,1899-12-30T00:00:00,0,6a5477a14ced11e880d5000d3a02ed0d,2018-05-01T03:12:02,f65a6d3141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:03,,0,0,1899-12-30T00:00:00,0,6a5477a44ced11e880d5000d3a02ed0d,2018-05-01T03:12:03,024c5c6541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:04,,0,0,1899-12-30T00:00:00,0,6a5477a54ced11e880d5000d3a02ed0d,2018-05-01T03:12:04,f65a6d4741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:04,,0,0,1899-12-30T00:00:00,0,6a5477a64ced11e880d5000d3a02ed0d,2018-05-01T03:12:04,fc5350b141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8cccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:05,,0,0,1899-12-30T00:00:00,0,6a5477a74ced11e880d5000d3a02ed0d,2018-05-01T03:12:05,fc53511e41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8dbcb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:05,,0,0,1899-12-30T00:00:00,0,6a5477a84ced11e880d5000d3a02ed0d,2018-05-01T03:12:05,fc53507641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:06,,0,0,1899-12-30T00:00:00,0,6a5477a94ced11e880d5000d3a02ed0d,2018-05-01T03:12:06,fc53505e41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:06,,0,0,1899-12-30T00:00:00,0,6a5477aa4ced11e880d5000d3a02ed0d,2018-05-01T03:12:06,f65a6d2b41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:07,,0,0,1899-12-30T00:00:00,0,6a5477ab4ced11e880d5000d3a02ed0d,2018-05-01T03:12:07,f65a6d0941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:07,,0,0,1899-12-30T00:00:00,0,6a5477ac4ced11e880d5000d3a02ed0d,2018-05-01T03:12:07,f65a6d0f41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:08,,0,0,1899-12-30T00:00:00,0,6a5477ad4ced11e880d5000d3a02ed0d,2018-05-01T03:12:08,f65a6d4c41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:08,,0,0,1899-12-30T00:00:00,0,6a5477ae4ced11e880d5000d3a02ed0d,2018-05-01T03:12:08,f65a6d1a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:09,,0,0,1899-12-30T00:00:00,0,6a5477af4ced11e880d5000d3a02ed0d,2018-05-01T03:12:09,f65a6d4f41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:09,,0,0,1899-12-30T00:00:00,0,6a5477b04ced11e880d5000d3a02ed0d,2018-05-01T03:12:09,f65a6d1341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:10,,0,0,1899-12-30T00:00:00,0,6a5477b14ced11e880d5000d3a02ed0d,2018-05-01T03:12:10,f65a6d5241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:10,,0,0,1899-12-30T00:00:00,0,6a5477b24ced11e880d5000d3a02ed0d,2018-05-01T03:12:10,fc5350fa41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e846cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:11,,0,0,1899-12-30T00:00:00,0,6a5477b34ced11e880d5000d3a02ed0d,2018-05-01T03:12:11,f65a6d9a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:11,,0,0,1899-12-30T00:00:00,0,6a5477b44ced11e880d5000d3a02ed0d,2018-05-01T03:12:11,f65a6d2041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:12,,0,0,1899-12-30T00:00:00,0,6a5477b54ced11e880d5000d3a02ed0d,2018-05-01T03:12:12,f65a6d5d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e950cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:12,,0,0,1899-12-30T00:00:00,0,706e1c414ced11e880d5000d3a02ed0d,2018-05-01T03:12:12,f65a6ce441a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:14,,0,0,1899-12-30T00:00:00,0,706e1c444ced11e880d5000d3a02ed0d,2018-05-01T03:12:14,024c5c8c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:14,,0,0,1899-12-30T00:00:00,0,706e1c454ced11e880d5000d3a02ed0d,2018-05-01T03:12:14,fc53510441a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e846cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:15,,0,0,1899-12-30T00:00:00,0,706e1c464ced11e880d5000d3a02ed0d,2018-05-01T03:12:15,fc53509d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:15,,0,0,1899-12-30T00:00:00,0,706e1c474ced11e880d5000d3a02ed0d,2018-05-01T03:12:15,fc53509b41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:16,,0,0,1899-12-30T00:00:00,0,706e1c484ced11e880d5000d3a02ed0d,2018-05-01T03:12:16,fc53504f41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:16,,0,0,1899-12-30T00:00:00,0,706e1c494ced11e880d5000d3a02ed0d,2018-05-01T03:12:16,f65a6d8d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e950cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:17,,0,0,1899-12-30T00:00:00,0,706e1c4a4ced11e880d5000d3a02ed0d,2018-05-01T03:12:17,fc53508341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:18,,0,0,1899-12-30T00:00:00,0,706e1c4c4ced11e880d5000d3a02ed0d,2018-05-01T03:12:18,024c5c9541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:19,,0,0,1899-12-30T00:00:00,0,706e1c4e4ced11e880d5000d3a02ed0d,2018-05-01T03:12:19,f65a6d0141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,76001887cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:19,,0,0,1899-12-30T00:00:00,0,706e1c4f4ced11e880d5000d3a02ed0d,2018-05-01T03:12:19,fc5350b941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8cccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:20,,0,0,1899-12-30T00:00:00,0,706e1c504ced11e880d5000d3a02ed0d,2018-05-01T03:12:20,024c5c8141a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:20,,0,0,1899-12-30T00:00:00,0,706e1c514ced11e880d5000d3a02ed0d,2018-05-01T03:12:20,fc53505541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e846cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:21,,0,0,1899-12-30T00:00:00,0,706e1c524ced11e880d5000d3a02ed0d,2018-05-01T03:12:21,fc5350eb41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e888cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:21,,0,0,1899-12-30T00:00:00,0,706e1c534ced11e880d5000d3a02ed0d,2018-05-01T03:12:21,024c5c6c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:22,,0,0,1899-12-30T00:00:00,0,706e1c544ced11e880d5000d3a02ed0d,2018-05-01T03:12:22,024c5c4b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e86ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:22,,0,0,1899-12-30T00:00:00,0,766d8e424ced11e880d5000d3a02ed0d,2018-05-01T03:12:22,fc53507341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:23,,0,0,1899-12-30T00:00:00,0,766d8e434ced11e880d5000d3a02ed0d,2018-05-01T03:12:23,f65a6d7841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:23,,0,0,1899-12-30T00:00:00,0,766d8e444ced11e880d5000d3a02ed0d,2018-05-01T03:12:23,fc53512041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8dbcb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:24,,0,0,1899-12-30T00:00:00,0,766d8e454ced11e880d5000d3a02ed0d,2018-05-01T03:12:24,fc53511041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8dbcb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:24,,0,0,1899-12-30T00:00:00,0,766d8e464ced11e880d5000d3a02ed0d,2018-05-01T03:12:24,024c5c6041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:25,,0,0,1899-12-30T00:00:00,0,766d8e484ced11e880d5000d3a02ed0d,2018-05-01T03:12:25,024c5c8a41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:26,,0,0,1899-12-30T00:00:00,0,766d8e494ced11e880d5000d3a02ed0d,2018-05-01T03:12:26,024c5c7a41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:26,,0,0,1899-12-30T00:00:00,0,766d8e4a4ced11e880d5000d3a02ed0d,2018-05-01T03:12:26,024c5c6a41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,81eeb89ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:27,,0,0,1899-12-30T00:00:00,0,766d8e4b4ced11e880d5000d3a02ed0d,2018-05-01T03:12:27,024c5c9e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:27,,0,0,1899-12-30T00:00:00,0,766d8e4c4ced11e880d5000d3a02ed0d,2018-05-01T03:12:27,024c5ca341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:28,,0,0,1899-12-30T00:00:00,0,766d8e4d4ced11e880d5000d3a02ed0d,2018-05-01T03:12:28,fc53510e41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8dbcb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:28,,0,0,1899-12-30T00:00:00,0,766d8e4e4ced11e880d5000d3a02ed0d,2018-05-01T03:12:28,fc53512a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8dbcb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:29,,0,0,1899-12-30T00:00:00,0,766d8e4f4ced11e880d5000d3a02ed0d,2018-05-01T03:12:29,024c5c5941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:29,,0,0,1899-12-30T00:00:00,0,766d8e504ced11e880d5000d3a02ed0d,2018-05-01T03:12:29,024c5cdd41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7600199acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:30,,0,0,1899-12-30T00:00:00,0,766d8e514ced11e880d5000d3a02ed0d,2018-05-01T03:12:30,024c5c5f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e8d8cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,,0,2018-05-01T03:12:33,,0,0,1899-12-30T00:00:00,0,7cae1b6a4ced11e880d5000d3a02ed0d,2018-05-01T03:12:33,fc53509141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
