@FILLSTYLE,@FILLCOLOUR,@NAMEFILLCOLOUR,@TEXTCOLOUR,@SHADOWSIZE,@VALIDATED,@SHADOWCOLOUR,@NAMEFILLPATTERN,@ELEMENTSUSED,@SPECIALEFFECTS,@EXPORTFLAG,@WHENCREATED,@WHENUPDATED,@TEMPLATE,@OTHERFLAGS,@DATEVALIDATED,@LINECOLOUR,@LINEWIDTH,@NAME,@LINESTYLE,@TEXTMODE,@SHADOWDIRECTION,@NAMELINESTYLE,@NAMESHADOWDIRECTION,@NAMESHADOWCOLOUR,@NAMESHADOWSIZE,@UNIQUEIDENTIFIER,@VERTICALJUSTIFICATION,@HORIZONTALJUSTIFICATION,RCSTYLETOFONT@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@WHOOWNS,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOUPDATEDTOUSER@WHOUPDATED,RCSTYLETOFONT@FONTNR
0,25231359,0,1,10,0,9,0,263167,0,0,2022-01-06T19:32:12,2022-01-06T19:32:12,0,0,1899-12-30T00:00:00,1,0,,0,0,0,0,0,9,0,525168f26f2711ec8109000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,0,4,0,8,0,0,2022-01-06T19:32:12,2022-01-06T19:32:12,0,0,1899-12-30T00:00:00,4,0,,0,1,1,0,0,4,10,525168f36f2711ec8109000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,16819711,16811487,16777216,10,0,9,23514367,343359,4,0,2015-10-08T12:42:28,2015-10-08T12:42:28,0,0,1899-12-30T00:00:00,16777216,0,Frameworx Domain - Product,0,0,1,50,0,250,2,526cf4ec6dec11e5bf18002590713bc0,,,Arial_20_0_1_32,,,,8,8,8,
0,31251676,16777216,20971584,10,0,9,16777216,327976,0,0,2015-11-15T12:04:33,2015-11-15T12:04:33,0,0,1899-12-30T00:00:00,16777216,0,,0,0,0,0,0,250,0,52900e5a8bc311e5bf18002590713bc0,,,Arial_18_0_1_32,,,,32,32,32,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-01T18:56:01,2021-12-01T18:56:01,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,52cc5b8352d811ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-01T18:56:01,2021-12-01T18:56:01,0,0,2021-12-01T18:56:01,4,0,,0,1,1,0,0,4,10,52cc5b8452d811ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-01T18:56:02,2021-12-01T18:56:03,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,52cc5b8652d811ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-01T18:56:02,2021-12-01T18:56:03,0,0,2021-12-01T18:56:02,4,0,,0,1,1,0,0,4,10,52cc5b8752d811ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-01T18:56:04,2021-12-01T18:56:04,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,52cc5b8952d811ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-01T18:56:04,2021-12-01T18:56:04,0,0,2021-12-01T18:56:04,4,0,,0,1,1,0,0,4,10,52cc5b8a52d811ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-01T18:56:05,2021-12-01T18:56:05,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,52cc5b8c52d811ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-01T18:56:05,2021-12-01T18:56:05,0,0,2021-12-01T18:56:05,4,0,,0,1,1,0,0,4,10,52cc5b8d52d811ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-01T18:56:06,2021-12-01T18:56:06,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,52cc5b8f52d811ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-01T18:56:06,2021-12-01T18:56:06,0,0,2021-12-01T18:56:06,4,0,,0,1,1,0,0,4,10,52cc5b9052d811ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-01T18:56:07,2021-12-01T18:56:07,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,52cc5b9252d811ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-01T18:56:07,2021-12-01T18:56:07,0,0,2021-12-01T18:56:07,4,0,,0,1,1,0,0,4,10,52cc5b9352d811ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-08T04:43:02,2021-12-08T04:43:02,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,52f1f55957e111ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-08T04:43:02,2021-12-08T04:43:02,0,0,2021-12-08T04:43:02,4,0,,0,1,1,0,0,4,10,52f1f55a57e111ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,9,0,263167,0,0,2012-02-15T09:21:23,2012-02-15T09:21:23,0,0,1899-12-30T00:00:00,1,0,zRecovered Style 3103,0,0,0,0,0,9,0,536714fe57e011e1aa36002564cb911c,,,Arial_10_0_0_32,ADMIN,ADMIN,ADMIN,,,,
0,0,0,1,10,0,4,0,8,0,0,2012-02-15T09:21:23,2012-02-15T09:21:23,0,0,1899-12-30T00:00:00,4,0,,0,1,1,0,0,4,10,536714ff57e011e1aa36002564cb911c,,,Arial_10_0_0_32,ADMIN,ADMIN,ADMIN,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2016-07-07T12:19:22,2016-07-07T12:19:23,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,537ac8b8446f11e6bf18002590713bc0,,,Arial_10_0_0_32,,,,8,8,8,
0,0,0,1,10,-1,4,0,8,0,0,2016-07-07T12:19:22,2016-07-07T12:19:23,0,0,2016-07-07T12:19:22,4,0,,0,1,1,0,0,4,10,537ac8b9446f11e6bf18002590713bc0,,,Times New Roman_18_0_5_32,,,,0,8,8,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-07T18:34:36,2021-12-07T18:34:36,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,5395723c578c11ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-07T18:34:36,2021-12-07T18:34:36,0,0,2021-12-07T18:34:36,4,0,,0,1,1,0,0,4,10,5395723d578c11ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-07T18:34:37,2021-12-07T18:34:37,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,5395723f578c11ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-07T18:34:37,2021-12-07T18:34:37,0,0,2021-12-07T18:34:37,4,0,,0,1,1,0,0,4,10,53957240578c11ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-07T18:34:38,2021-12-07T18:34:38,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,53957242578c11ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-07T18:34:38,2021-12-07T18:34:38,0,0,2021-12-07T18:34:38,4,0,,0,1,1,0,0,4,10,53957243578c11ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-07T18:34:39,2021-12-07T18:34:39,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,53957245578c11ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-07T18:34:39,2021-12-07T18:34:39,0,0,2021-12-07T18:34:39,4,0,,0,1,1,0,0,4,10,53957246578c11ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-07T18:34:40,2021-12-07T18:34:40,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,53957248578c11ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-07T18:34:40,2021-12-07T18:34:40,0,0,2021-12-07T18:34:40,4,0,,0,1,1,0,0,4,10,53957249578c11ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2013-04-15T10:52:09,2013-04-15T10:52:09,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,53a347b3df9542df864d94fce9b193b1,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-11-24T12:59:16,2021-11-24T12:59:16,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,53c5301c4d2611ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-11-24T12:59:16,2021-11-24T12:59:16,0,0,2021-11-24T12:59:16,4,0,,0,1,1,0,0,4,10,53c5301d4d2611ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-11-24T12:59:18,2021-11-24T12:59:19,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,53c5301f4d2611ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-11-24T12:59:18,2021-11-24T12:59:19,0,0,2021-11-24T12:59:18,4,0,,0,1,1,0,0,4,10,53c530204d2611ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-11-24T12:59:20,2021-11-24T12:59:20,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,53c530224d2611ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-11-24T12:59:20,2021-11-24T12:59:20,0,0,2021-11-24T12:59:20,4,0,,0,1,1,0,0,4,10,53c530234d2611ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-11-24T12:59:21,2021-11-24T12:59:21,0,0,1990-01-01T00:00:00,1,0,,0,1,0,0,0,4,10,53c530254d2611ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-11-24T12:59:21,2021-11-24T12:59:21,0,0,2021-11-24T12:59:21,4,0,,0,1,1,0,0,4,10,53c530264d2611ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,33521792,31416416,16777216,10,0,9,33530016,327999,0,0,2022-05-23T12:10:31,2022-05-23T12:10:31,0,0,1899-12-30T00:00:00,16777216,0,,0,0,0,50,0,250,2,541c57ffda9111ec94f8000d3a0ebc70,,,Microsoft Sans Serif_22_0_1_32,ADMIN,ADMIN,ADMIN,,,,
0,33028087,16777216,16777216,0,0,-2147483648,16777216,327983,0,0,2004-04-03T19:37:11,2016-10-25T09:00:22,0,0,1899-12-30T00:00:00,16777216,8,Processes Level 1 (bold boarder),0,0,0,0,0,250,0,542f79026e1311d8aeb8005056c00008,,,Arial_14_0_1_32,ADMIN,ADMIN,,,,8,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-06T22:17:43,2021-12-06T22:17:43,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,54482ef656e211ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-06T22:17:43,2021-12-06T22:17:43,0,0,2021-12-06T22:17:43,4,0,,0,1,1,0,0,4,10,54482ef756e211ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-06T22:17:44,2021-12-06T22:17:44,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,54482ef956e211ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-06T22:17:44,2021-12-06T22:17:44,0,0,2021-12-06T22:17:44,4,0,,0,1,1,0,0,4,10,54482efa56e211ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-06T22:17:44,2021-12-06T22:17:45,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,54482efc56e211ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-06T22:17:44,2021-12-06T22:17:45,0,0,2021-12-06T22:17:44,4,0,,0,1,1,0,0,4,10,54482efd56e211ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-06T22:17:46,2021-12-06T22:17:46,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,54482eff56e211ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-06T22:17:46,2021-12-06T22:17:46,0,0,2021-12-06T22:17:46,4,0,,0,1,1,0,0,4,10,54482f0056e211ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-12-06T22:17:47,2021-12-06T22:17:47,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,54482f0256e211ec8107000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-12-06T22:17:47,2021-12-06T22:17:47,0,0,2021-12-06T22:17:47,4,0,,0,1,1,0,0,4,10,54482f0356e211ec8107000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2006-12-01T15:07:20,2006-12-01T15:07:20,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,5478741df7594ffe99333306158a31d1,,,Arial_10_0_0_32,ADMIN,ADMIN,ADMIN,,,,
0,31522815,16777216,16777216,10,0,9,16777216,327999,0,0,2015-11-15T12:33:16,2015-11-15T12:33:16,0,0,1899-12-30T00:00:00,16777216,0,,0,0,0,0,0,250,0,55314a468bc711e5bf18002590713bc0,,,Microsoft Sans Serif_18_0_0_32,,,,32,32,32,
0,25231359,0,1,10,0,4,0,263167,0,0,2019-04-23T14:50:25,2019-04-23T14:50:25,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,55679a2cd9e14be39574605e0bbb45fe,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2013-04-15T10:42:06,2013-04-15T10:42:06,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,5573a3a51bad4304bf0daba406305f78,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:05,2021-05-21T17:20:17,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a72b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:05,2021-05-21T17:20:17,0,0,2021-05-20T21:50:05,4,0,,0,1,1,0,0,4,10,558e4a73b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:06,2021-05-21T17:20:18,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a75b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:06,2021-05-21T17:20:18,0,0,2021-05-20T21:50:06,4,0,,0,1,1,0,0,4,10,558e4a76b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:06,2021-05-21T17:20:18,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a78b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:06,2021-05-21T17:20:18,0,0,2021-05-20T21:50:06,4,0,,0,1,1,0,0,4,10,558e4a79b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:07,2021-05-21T17:20:19,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a7bb9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:07,2021-05-21T17:20:19,0,0,2021-05-20T21:50:07,4,0,,0,1,1,0,0,4,10,558e4a7cb9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:07,2021-05-21T17:20:20,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a7eb9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:07,2021-05-21T17:20:20,0,0,2021-05-20T21:50:07,4,0,,0,1,1,0,0,4,10,558e4a7fb9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:08,2021-05-21T17:20:21,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a81b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:08,2021-05-21T17:20:21,0,0,2021-05-20T21:50:08,4,0,,0,1,1,0,0,4,10,558e4a82b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:08,2021-05-21T17:20:22,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a84b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:08,2021-05-21T17:20:22,0,0,2021-05-20T21:50:08,4,0,,0,1,1,0,0,4,10,558e4a85b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:09,2021-05-21T17:20:23,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a87b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:09,2021-05-21T17:20:23,0,0,2021-05-20T21:50:09,4,0,,0,1,1,0,0,4,10,558e4a88b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:10,2021-05-21T17:20:24,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a8ab9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:10,2021-05-21T17:20:24,0,0,2021-05-20T21:50:10,4,0,,0,1,1,0,0,4,10,558e4a8bb9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:11,2021-05-21T17:20:25,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a8db9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:11,2021-05-21T17:20:25,0,0,2021-05-20T21:50:11,4,0,,0,1,1,0,0,4,10,558e4a8eb9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:12,2021-05-21T17:20:26,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a90b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:12,2021-05-21T17:20:26,0,0,2021-05-20T21:50:12,4,0,,0,1,1,0,0,4,10,558e4a91b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:13,2021-05-21T17:20:27,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a93b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:13,2021-05-21T17:20:27,0,0,2021-05-20T21:50:13,4,0,,0,1,1,0,0,4,10,558e4a94b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:14,2021-05-21T17:20:28,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a96b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:14,2021-05-21T17:20:28,0,0,2021-05-20T21:50:14,4,0,,0,1,1,0,0,4,10,558e4a97b9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:14,2021-05-21T17:20:29,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a99b9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:14,2021-05-21T17:20:29,0,0,2021-05-20T21:50:14,4,0,,0,1,1,0,0,4,10,558e4a9ab9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2021-05-20T21:50:15,2021-05-21T17:20:29,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,558e4a9cb9b511eb8100000d3a02ed0d,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,-1,4,0,8,0,0,2021-05-20T21:50:15,2021-05-21T17:20:29,0,0,2021-05-20T21:50:15,4,0,,0,1,1,0,0,4,10,558e4a9db9b511eb8100000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,,DFREED,0,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2017-06-13T03:03:27,2017-06-13T03:03:27,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,55901846a997445982450aac6e92b0bb,,,Arial_10_0_0_32,DFREED,DFREED,DFREED,,,,
0,24281338,22175962,16777216,10,0,9,26386687,343359,4,0,2013-07-12T11:18:42,2022-01-12T16:01:58,0,0,1899-12-30T00:00:00,16777216,0,Process Type 1 - Overview Diagram,0,0,0,50,0,250,2,55a05a38eb0611e2ab4702389f188801,7f57bb3a06e0465aa594d7a111b5ca56,d4973368d96248b59a423cc69c5a55dd,Microsoft Sans Serif_22_0_1_32,ADMIN,ADMIN,DFREED,,,,
0,25231359,0,1,10,0,9,0,263167,0,0,2020-06-26T13:45:46,2020-06-26T13:45:46,0,0,1899-12-30T00:00:00,1,0,,0,0,0,0,0,9,0,55c3483bb7b311ea80f1000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,0,0,1,10,0,4,0,8,0,0,2020-06-26T13:45:47,2020-06-26T13:45:47,0,0,1899-12-30T00:00:00,4,0,,0,1,1,0,0,4,10,55c3483cb7b311ea80f1000d3a02ed0d,,,Times New Roman_18_0_5_32,DFREED,DFREED,DFREED,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2010-07-14T10:14:17,2010-07-14T10:14:17,0,0,1899-12-30T00:00:00,1,0,,0,1,0,0,0,4,10,5666f722f8ff4b68b1dcc5fc8103b08f,,,Arial_10_0_0_32,ADMIN,ADMIN,ADMIN,,,,
0,25231359,0,1,10,0,4,0,263167,0,0,2012-03-08T23:14:21,2012-03-08T23:14:21,0,0,1899-12-30T00:00:00,1,0,zRecovered Style 3126,0,1,0,0,0,4,10,56906297699e11e1a5f7002564cb911c,,,Arial_10_0_0_32,ADMIN,ADMIN,ADMIN,,,,
