@WHENUPDATED,@WHENCREATED,@TEMPLATE,@NAME,@ALLOWAUTOMATICDELETION,@TYPE,@DESCRIPTION,@UNIQUEIDENTIFIER,@EXPORTFLAG,@VALIDATED,@DATEVALIDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
2015-05-07T11:23:06,2015-05-07T11:23:06,0,,0,,,b75c7864f4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,2a1bbfcd5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,3059bdb25e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:06,2015-05-07T11:23:06,0,,0,,,b75c7866f4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,2a1bbfcd5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,37df0d745e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:07,2015-05-07T11:23:07,0,,0,,,b75c7868f4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,3eb5cb265e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,3eb5cb295e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:08,2015-05-07T11:23:08,0,,0,,,b75c786af4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,3eb5cb265e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,4597fab65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:08,2015-05-07T11:23:08,0,,0,,,b75c786cf4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,3eb5cb265e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,4cae33565e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:09,2015-05-07T11:23:09,0,,0,,,b75c786ef4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,53ca5f7c5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,5a61a2405e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:09,2015-05-07T11:23:09,0,,0,,,b75c7870f4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,53ca5f7c5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdb5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:11,2015-05-07T11:23:11,0,,0,,,b75c7878f4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,3eb5cb265e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:11,2015-05-07T11:23:11,0,,0,,,b75c7879f4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,6fcb0e925e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:11,2015-05-07T11:23:11,0,,0,,,b75c787af4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,b75c7877f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:12,2015-05-07T11:23:12,0,,0,,,b75c787ef4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,3eb5cb265e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,76e3df505e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
2015-05-07T11:23:12,2015-05-07T11:23:12,0,,0,,,b75c787ff4dd11e4aa85002590713bc0,0,0,1899-12-30T00:00:00,6fcb0e925e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,76e3df505e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,32,32,32
