@TYPE,@UNIQUEIDENTIFIER,@ALLOWAUTOMATICDELETION,@WHENUPDATED,@EXPORTFLAG,@DATEVALIDATED,@TEMPLATE,@DESCRIPTION,@WHENCREATED,@NAME,@VALIDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
,d62122b3f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:05,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:05,,0,d62122b6f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122aaf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,d62122b8f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:05,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:05,,0,d62122bbf4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122b7f4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,d62122bdf4dd11e4aa85002590713bc0,0,2015-05-07T11:24:05,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:05,,0,d62122c0f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122bcf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,d62122c1f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:05,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:05,,0,d62122c4f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d621229df4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,d62122c5f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:05,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:05,,0,d62122c8f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d621229df4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,d62122c9f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc195538f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d621229df4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc195539f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc19553cf4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d621229df4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc19553df4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc195540f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122aaf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc195541f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc195544f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122aaf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc195545f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc195548f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122aaf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc195549f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc19554cf4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122aaf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc19554df4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc195550f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122bcf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,dc195551f4dd11e4aa85002590713bc0,0,2015-05-07T11:24:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:24:06,,0,dc195554f4dd11e4aa85002590713bc0,FRAMEWORXTOUCHPOINT,d62122bcf4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
