@QUEUEPRIORITY,@GROWTHTYPE,@TYPE,@INTERNALEXTERNAL,@DESCRIPTION,@NAME,@EXPORTFLAG,@TEMPLATE,@WHENCREATED,@WHENUPDATED,@VALIDATED,@UNIQUEIDENTIFIER,@DATEVALIDATED,@TRIGGER,@CWAVERAGERATING,@CWTOTALCOMMENT,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
0,0,,eab48b00e15b4d66883fbfc50e5d3422,"Customer is reporting problems with a service like
-- QoS degeneration
-- Permanent or temporary loss of communication 
or is requesting a status update on already reported problems",Customer Reports Problem,0,0,2001-02-06T12:28:53,2003-02-26T22:32:12,0,8d3a62da8a5846b08c605f9f9c05441a,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Survey & Analyze Service Problem,0,0,2012-02-02T18:13:46,2012-02-02T18:13:46,0,8de2a6174df311e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,result 3 WM 1311,0,0,2013-07-19T08:57:40,2013-07-19T08:57:40,0,8e1cae4ff08311e2a792002590713bc0,1899-12-30T00:00:00,,0.0,0.0,,,,6,6,6
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Internal Resources Activated,0,0,2004-03-18T12:03:55,2004-03-18T12:04:17,0,904f0d6578c311d8bc1d0003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Localize Resource Trouble,0,0,2012-02-01T15:59:15,2012-02-01T15:59:17,0,98a83a3f4d1711e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Input to SLA Lifecycle Stage 1 Product Development,0,0,2005-05-13T09:54:22,2005-05-13T09:55:09,0,98e76a03c38c11d981b70010c6589928,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Internal Resources activation completed,0,0,2004-03-18T12:04:24,2004-03-18T12:04:56,0,a1833b5178c311d8bc1d0003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Trouble Tiicket or Request,0,0,2009-04-17T11:10:50,2009-04-17T11:11:08,0,a4bba7a02b2f11deb424000e35d948d7,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Service Activation Completed,0,0,2004-04-04T14:50:42,2004-04-04T14:51:04,0,adfe5396863611d8bc200003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Create Resource Trouble Report,0,0,2012-02-01T15:52:44,2012-02-01T15:52:46,0,af65f7534d1611e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Correct & Recover Customer Problem,0,0,2012-02-01T13:01:08,2012-02-01T13:01:15,0,b1300cf84cfe11e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Customer Enquiry made,0,0,2005-05-13T09:47:53,2005-05-13T09:48:13,0,b178f7ddc38b11d981b70010c6589928,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Ressource Data Available,0,0,2004-09-01T12:18:50,2004-09-01T12:19:11,0,b2b04361fc0811d8af0c005056c00008,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Design Completion,0,0,2004-03-17T11:01:43,2004-03-17T11:02:08,0,b5bcb08a77f111d8bc1d0003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Diagnose Service Problem,0,0,2012-02-02T10:22:28,2012-02-02T10:22:28,0,b6c2eed74db111e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,3ef3579c57bf48c8b858027f8f762661,,External Order Issued,0,0,2003-03-12T17:55:54,2003-03-12T17:56:06,0,b8df9093e56243d299f2bf00c3b0dcae,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,3ef3579c57bf48c8b858027f8f762661,,Result,0,0,2013-03-18T02:49:24,2013-03-18T02:49:24,0,ba66c75f8fa811e2a792002590713bc0,1899-12-30T00:00:00,,0.0,0.0,,,,6,6,6
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,New start,0,0,2013-03-18T02:49:24,2013-03-18T02:49:24,0,ba66c7608fa811e2a792002590713bc0,1899-12-30T00:00:00,,0.0,0.0,,,,6,6,6
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Order Completion Notification,0,0,2001-01-19T11:01:43,2001-01-19T11:02:00,0,baa3c6277005443a9c91a55cc2590d6b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,3ef3579c57bf48c8b858027f8f762661,,Order Status,0,0,2003-05-01T03:34:54,2003-05-01T03:35:01,0,be40c25ee0e6481ba7932f806732640c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Details of Complaint,0,0,2009-10-01T17:55:00,2010-06-21T11:09:30,0,c5a57240aea211deb432000e35d948d7,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,External Resource Activated,0,0,2003-05-01T03:14:50,2003-05-01T03:15:13,0,c7af81b51118407ba0da00edc1447545,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,3ef3579c57bf48c8b858027f8f762661,,Customer Feedback,0,0,2012-08-20T09:07:42,2012-08-20T09:08:23,0,cbd71ad0ead811e19647984be1bad6a0,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Request to develop new product or change an existing product,0,0,2005-05-16T10:45:08,2005-05-16T10:45:34,0,ce3ba710c5e611d981b70010c6589928,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Release Balance reservation,0,0,2004-08-05T19:45:13,2004-08-05T19:45:40,0,d1b3dba8e6fe11d8bc4b0003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Charge presented to Customer,0,0,2004-07-01T13:02:55,2010-05-06T23:05:14,0,d1fdfb52cb4511d8bc390003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Service specification consistent with SLA,0,0,2003-02-12T18:18:32,2003-07-31T18:52:03,0,d51e09acdc424ced8e0deaee647c071e,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Create Service Trouble Report,0,0,2012-02-01T16:43:55,2012-02-01T16:43:59,0,d5de396e4d1d11e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,End Create Service Trouble Report,0,0,2012-02-01T16:44:04,2012-02-01T16:44:04,0,d5de396f4d1d11e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Final Report,0,0,2009-04-17T11:40:54,2009-04-17T11:41:03,0,d7acc7c02b3311deb424000e35d948d7,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,3ef3579c57bf48c8b858027f8f762661,,External Order Status Requested,0,0,2001-03-09T09:30:57,2004-04-04T16:05:45,0,d979b252f2d74d31bbaeff5c049c01ce,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,End Correct & Resolve Service Problem,0,0,2012-02-02T09:04:46,2012-02-02T09:04:46,0,dbcdb6e24da611e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,End Close Customer Problem Report,0,0,2012-02-01T11:36:20,2012-02-01T11:41:29,0,de1921e64cf211e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Partner Performance Data Available,0,0,2003-02-24T15:03:40,2003-02-24T15:04:01,0,e04df32b3a4b4b13bdf3a9adcaf4de6d,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Resource restored,0,0,2001-06-29T08:30:11,2005-05-12T17:58:04,0,e393cb99bbb24caab878d72ba0d4a98f,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Service Order Statuses Received,0,0,2004-04-04T16:18:13,2004-04-04T16:22:58,0,e3a8790e864211d8bc200003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Internal resource Provisionned,0,0,2004-03-17T18:12:39,2004-03-17T18:13:29,0,e8f0d0cc782d11d8bc1d0003476dfa9b,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Cross Domain,0,0,2022-03-18T13:26:08,2022-03-18T13:26:14,0,f23c23fba6be11ec94f7000d3a0ebc70,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Product Domain,0,0,2022-03-17T14:10:09,2022-03-17T14:10:15,0,f2a122bea5fb11ec94f7000d3a0ebc70,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Sales catalog updated with new or modified product,0,0,2005-05-16T10:46:18,2005-05-16T10:46:38,0,f7a571f0c5e611d981b70010c6589928,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Correct & Resolve Service Problem,0,0,2012-02-01T16:52:01,2012-02-01T16:52:01,0,f7cc74e74d1e11e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,End Create Customer Problem Report,0,0,2012-02-01T14:50:20,2012-02-01T14:50:26,0,f82cdd664d0d11e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,0b248d2767a3438ba9dc1188028d64e5,,Start Track & Manage Service Problem,0,0,2012-02-03T09:25:51,2012-02-03T09:25:51,0,f8cc41894e7211e1a996002564cb911c,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,3ef3579c57bf48c8b858027f8f762661,,Customer QoS Report Received,0,0,2003-01-23T13:46:34,2004-03-26T11:34:06,-1,f93966a445084e4cb6d3d9b0195450f7,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Customer Request (Incident),0,0,2012-08-20T08:25:59,2012-08-20T08:28:49,0,fb6da080ead211e19647984be1bad6a0,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
0,0,,eab48b00e15b4d66883fbfc50e5d3422,,Partner Billing Data Available,0,0,2003-02-24T16:34:06,2003-02-24T16:35:03,0,fe18d1f663d1486590a14cb8180e176e,1899-12-30T00:00:00,,0.0,0.0,ADMIN,ADMIN,ADMIN,,,
