@TEMPLATE,@TYPE,@ALLOWAUTOMATICDELETION,@NAME,@DESCRIPTION,@VALIDATED,@EXPORTFLAG,@UNIQUEIDENTIFIER,@DATEVALIDATED,@WHENCREATED,@WHENUPDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0,,0,,,0,0,20ff990f5dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:55,2021-12-15T17:47:55,bd2c8887815f11db9401000e3573f0d3,TAMDOMAIN,20ff99105dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99125dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:55,2021-12-15T17:47:55,bd2c8887815f11db9401000e3573f0d3,TAMDOMAIN,20ff99135dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99155dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c8887815f11db9401000e3573f0d3,TAMDOMAIN,20ff99165dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99185dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c8887815f11db9401000e3573f0d3,TAMDOMAIN,20ff99195dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff991b5dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c8887815f11db9401000e3573f0d3,TAMDOMAIN,20ff991c5dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff991e5dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c8887815f11db9401000e3573f0d3,TAMDOMAIN,20ff991f5dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99215dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff99225dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99245dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff99255dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99275dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff99285dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff992a5dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff992b5dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff992d5dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff992e5dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99305dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff99315dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
0,,0,,,0,0,20ff99335dcf11ec8107000d3a02ed0d,1899-12-30T00:00:00,2021-12-15T17:47:56,2021-12-15T17:47:56,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,20ff99345dcf11ec8107000d3a02ed0d,TMFSUBDOMAIN,DFREED,DFREED,DFREED
