@TEMPLATE,@WHENUPDATED,@ALLOWAUTOMATICDELETION,@VALIDATED,@UNIQUEIDENTIFIER,@DATEVALIDATED,@DESCRIPTION,@TYPE,@WHENCREATED,@NAME,@EXPORTFLAG,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0,2020-08-05T17:32:33,0,0,a435ecc6d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:33,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185756b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecc7d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,1118574cb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecc8d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,1118573fb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecc9d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185747b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435eccad74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,1118573ab7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435eccbd74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,1118573cb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecccd74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,1118574ab7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435eccdd74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185775b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecced74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185773b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435eccfd74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185742b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecd0d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185755b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecd1d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185750b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecd2d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecd3d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185762b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecd4d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185743b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:34,0,0,a435ecd5d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:34,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,11185760b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
0,2020-08-05T17:32:35,0,0,a435ecd6d74111ea80f2000d3a02ed0d,1899-12-30T00:00:00,,,2020-08-05T17:32:35,,0,681ccd3bd73e11ea80f2000d3a02ed0d,FRAMEWORXGROUPSTRATIFICATION,1118575fb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,ADMIN,ADMIN,ADMIN
