@EXPORTFLAG,@ALLOWAUTOMATICDELETION,@VALIDATED,@WHENCREATED,@NAME,@TEMPLATE,@DESCRIPTION,@DATEVALIDATED,@WHENUPDATED,@UNIQUEIDENTIFIER,@TYPE,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0,0,0,2018-05-01T03:09:43,,0,,1899-12-30T00:00:00,2018-05-01T03:09:43,15c5dd994ced11e880d5000d3a02ed0d,,f65a6ce441a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6da741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:44,,0,,1899-12-30T00:00:00,2018-05-01T03:09:44,15c5dd9c4ced11e880d5000d3a02ed0d,,f65a6ce441a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6dac41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:46,,0,,1899-12-30T00:00:00,2018-05-01T03:09:46,15c5dd9f4ced11e880d5000d3a02ed0d,,f65a6cee41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6db141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:47,,0,,1899-12-30T00:00:00,2018-05-01T03:09:47,15c5dda24ced11e880d5000d3a02ed0d,,f65a6d9a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6db641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:48,,0,,1899-12-30T00:00:00,2018-05-01T03:09:48,15c5dda54ced11e880d5000d3a02ed0d,,fc53504f41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53505241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:50,,0,,1899-12-30T00:00:00,2018-05-01T03:09:50,15c5dda84ced11e880d5000d3a02ed0d,,f65a6cd641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6cdd41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:16:58,,0,,1899-12-30T00:00:00,2018-05-01T03:16:58,1ab22d1c4cee11e880d5000d3a02ed0d,,202b9e1e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e2741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:16:59,,0,,1899-12-30T00:00:00,2018-05-01T03:16:59,1ab22d1e4cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e2b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:00,,0,,1899-12-30T00:00:00,2018-05-01T03:17:00,1ab22d204cee11e880d5000d3a02ed0d,,202b9e2e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e3041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:01,,0,,1899-12-30T00:00:00,2018-05-01T03:17:01,1ab22d224cee11e880d5000d3a02ed0d,,202b9e3341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e3541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:02,,0,,1899-12-30T00:00:00,2018-05-01T03:17:02,1ab22d244cee11e880d5000d3a02ed0d,,202b9e2841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e3941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:02,,0,,1899-12-30T00:00:00,2018-05-01T03:17:02,1ab22d264cee11e880d5000d3a02ed0d,,202b9e2841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e3d41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:03,,0,,1899-12-30T00:00:00,2018-05-01T03:17:03,1ab22d284cee11e880d5000d3a02ed0d,,202b9e2e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e4141a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:04,,0,,1899-12-30T00:00:00,2018-05-01T03:17:04,1ab22d2a4cee11e880d5000d3a02ed0d,,202b9e2e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e4741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:05,,0,,1899-12-30T00:00:00,2018-05-01T03:17:05,1ab22d2c4cee11e880d5000d3a02ed0d,,1a30a12b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e4b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:06,,0,,1899-12-30T00:00:00,2018-05-01T03:17:06,1ab22d2e4cee11e880d5000d3a02ed0d,,202b9e4f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e5141a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:07,,0,,1899-12-30T00:00:00,2018-05-01T03:17:07,1ab22d304cee11e880d5000d3a02ed0d,,202b9e5541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e5741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:51,,0,,1899-12-30T00:00:00,2018-05-01T03:09:51,1c3fc03e4ced11e880d5000d3a02ed0d,,f65a6cdf41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6ce241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:52,,0,,1899-12-30T00:00:00,2018-05-01T03:09:52,1c3fc0414ced11e880d5000d3a02ed0d,,f65a6ce441a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,f65a6ce741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:54,,0,,1899-12-30T00:00:00,2018-05-01T03:09:54,1c3fc0444ced11e880d5000d3a02ed0d,,fc53507d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53508041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:55,,0,,1899-12-30T00:00:00,2018-05-01T03:09:55,1c3fc0474ced11e880d5000d3a02ed0d,,fc53508341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53508641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:57,,0,,1899-12-30T00:00:00,2018-05-01T03:09:57,1c3fc04a4ced11e880d5000d3a02ed0d,,fc53505541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53508b41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:58,,0,,1899-12-30T00:00:00,2018-05-01T03:09:58,1c3fc04d4ced11e880d5000d3a02ed0d,,fc53505541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53505841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:09:59,,0,,1899-12-30T00:00:00,2018-05-01T03:09:59,1c3fc0504ced11e880d5000d3a02ed0d,,fc5350fa41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350fd41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:01,,0,,1899-12-30T00:00:00,2018-05-01T03:10:01,1c3fc0534ced11e880d5000d3a02ed0d,,fc53507d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53510141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:08,,0,,1899-12-30T00:00:00,2018-05-01T03:17:08,20f3a4454cee11e880d5000d3a02ed0d,,202b9e5e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e6041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:10,,0,,1899-12-30T00:00:00,2018-05-01T03:17:10,20f3a4474cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e6541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:11,,0,,1899-12-30T00:00:00,2018-05-01T03:17:11,20f3a4494cee11e880d5000d3a02ed0d,,202b9e7041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e7241a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:12,,0,,1899-12-30T00:00:00,2018-05-01T03:17:12,20f3a44b4cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e7741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:13,,0,,1899-12-30T00:00:00,2018-05-01T03:17:13,20f3a44d4cee11e880d5000d3a02ed0d,,1a30a12b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e7b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:14,,0,,1899-12-30T00:00:00,2018-05-01T03:17:14,20f3a44f4cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e7f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:15,,0,,1899-12-30T00:00:00,2018-05-01T03:17:15,20f3a4514cee11e880d5000d3a02ed0d,,1a30a13841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e8341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:16,,0,,1899-12-30T00:00:00,2018-05-01T03:17:16,20f3a4534cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,202b9e8741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:17,,0,,1899-12-30T00:00:00,2018-05-01T03:17:17,20f3a4554cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf72c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:18,,0,,1899-12-30T00:00:00,2018-05-01T03:17:18,20f3a4574cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf73041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:02,,0,,1899-12-30T00:00:00,2018-05-01T03:10:02,22e608254ced11e880d5000d3a02ed0d,,fc53507641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5ce241a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:04,,0,,1899-12-30T00:00:00,2018-05-01T03:10:04,22e608284ced11e880d5000d3a02ed0d,,fc53507641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53507941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:05,,0,,1899-12-30T00:00:00,2018-05-01T03:10:05,22e6082b4ced11e880d5000d3a02ed0d,,f65a6cdf41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5ce641a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:06,,0,,1899-12-30T00:00:00,2018-05-01T03:10:06,22e6082e4ced11e880d5000d3a02ed0d,,f65a6cd641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cba41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:08,,0,,1899-12-30T00:00:00,2018-05-01T03:10:08,22e608314ced11e880d5000d3a02ed0d,,fc53507341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cbe41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:09,,0,,1899-12-30T00:00:00,2018-05-01T03:10:09,22e608344ced11e880d5000d3a02ed0d,,fc5350a941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cea41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:11,,0,,1899-12-30T00:00:00,2018-05-01T03:10:11,22e608374ced11e880d5000d3a02ed0d,,fc53507d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53509041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:12,,0,,1899-12-30T00:00:00,2018-05-01T03:10:12,22e6083a4ced11e880d5000d3a02ed0d,,f65a6d2041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53509541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:18,,0,,1899-12-30T00:00:00,2018-05-01T03:17:18,26f0ad364cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf73441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:19,,0,,1899-12-30T00:00:00,2018-05-01T03:17:19,26f0ad384cee11e880d5000d3a02ed0d,,262cf73741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf73941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:20,,0,,1899-12-30T00:00:00,2018-05-01T03:17:20,26f0ad3a4cee11e880d5000d3a02ed0d,,262cf73741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf73d41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:21,,0,,1899-12-30T00:00:00,2018-05-01T03:17:21,26f0ad3c4cee11e880d5000d3a02ed0d,,1a30a13e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf74141a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:22,,0,,1899-12-30T00:00:00,2018-05-01T03:17:22,26f0ad3e4cee11e880d5000d3a02ed0d,,262cf74541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf74841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:23,,0,,1899-12-30T00:00:00,2018-05-01T03:17:23,26f0ad404cee11e880d5000d3a02ed0d,,262cf74b41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf74d41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:24,,0,,1899-12-30T00:00:00,2018-05-01T03:17:24,26f0ad424cee11e880d5000d3a02ed0d,,262cf75041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf75241a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:25,,0,,1899-12-30T00:00:00,2018-05-01T03:17:25,26f0ad444cee11e880d5000d3a02ed0d,,262cf75541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf75741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:26,,0,,1899-12-30T00:00:00,2018-05-01T03:17:26,26f0ad464cee11e880d5000d3a02ed0d,,262cf75a41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf75c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:27,,0,,1899-12-30T00:00:00,2018-05-01T03:17:27,26f0ad484cee11e880d5000d3a02ed0d,,1a30a12541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf76041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:28,,0,,1899-12-30T00:00:00,2018-05-01T03:17:28,26f0ad4a4cee11e880d5000d3a02ed0d,,262cf76341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf76541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:13,,0,,1899-12-30T00:00:00,2018-05-01T03:10:13,298f4a1f4ced11e880d5000d3a02ed0d,,fc53510441a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53510741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:15,,0,,1899-12-30T00:00:00,2018-05-01T03:10:15,298f4a224ced11e880d5000d3a02ed0d,,f65a6d2041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53509a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:16,,0,,1899-12-30T00:00:00,2018-05-01T03:10:16,298f4a254ced11e880d5000d3a02ed0d,,fc53509d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350a041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:17,,0,,1899-12-30T00:00:00,2018-05-01T03:10:17,298f4a284ced11e880d5000d3a02ed0d,,f65a6cd641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cc341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:19,,0,,1899-12-30T00:00:00,2018-05-01T03:10:19,298f4a2b4ced11e880d5000d3a02ed0d,,fc5350b341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350b641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:20,,0,,1899-12-30T00:00:00,2018-05-01T03:10:20,298f4a2e4ced11e880d5000d3a02ed0d,,fc5350b941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350bc41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:22,,0,,1899-12-30T00:00:00,2018-05-01T03:10:22,298f4a314ced11e880d5000d3a02ed0d,,f65a6d8d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350c041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:23,,0,,1899-12-30T00:00:00,2018-05-01T03:10:23,298f4a344ced11e880d5000d3a02ed0d,,f65a6cee41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350e841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:29,,0,,1899-12-30T00:00:00,2018-05-01T03:17:29,2d189e9a4cee11e880d5000d3a02ed0d,,202b9d9441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf76941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:30,,0,,1899-12-30T00:00:00,2018-05-01T03:17:30,2d189e9c4cee11e880d5000d3a02ed0d,,262cf76c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf76e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:31,,0,,1899-12-30T00:00:00,2018-05-01T03:17:31,2d189e9e4cee11e880d5000d3a02ed0d,,262cf76c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf77241a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:32,,0,,1899-12-30T00:00:00,2018-05-01T03:17:32,2d189ea04cee11e880d5000d3a02ed0d,,262cf77541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf77741a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:33,,0,,1899-12-30T00:00:00,2018-05-01T03:17:33,2d189ea24cee11e880d5000d3a02ed0d,,262cf77a41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf77c41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:33,,0,,1899-12-30T00:00:00,2018-05-01T03:17:33,2d189ea44cee11e880d5000d3a02ed0d,,202b9d9441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf78041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:34,,0,,1899-12-30T00:00:00,2018-05-01T03:17:34,2d189ea64cee11e880d5000d3a02ed0d,,262cf78341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf78541a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:35,,0,,1899-12-30T00:00:00,2018-05-01T03:17:35,2d189ea84cee11e880d5000d3a02ed0d,,262cf78341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf78941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:36,,0,,1899-12-30T00:00:00,2018-05-01T03:17:36,2d189eaa4cee11e880d5000d3a02ed0d,,262cf78f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf79141a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:37,,0,,1899-12-30T00:00:00,2018-05-01T03:17:37,2d189eac4cee11e880d5000d3a02ed0d,,262cf79441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf79641a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:17:38,,0,,1899-12-30T00:00:00,2018-05-01T03:17:38,2d189eae4cee11e880d5000d3a02ed0d,,262cf79441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,262cf79a41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:25,,0,,1899-12-30T00:00:00,2018-05-01T03:10:25,3047f7e14ced11e880d5000d3a02ed0d,,fc5350b941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350c541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:26,,0,,1899-12-30T00:00:00,2018-05-01T03:10:26,3047f7e44ced11e880d5000d3a02ed0d,,fc53511041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc53511341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:27,,0,,1899-12-30T00:00:00,2018-05-01T03:10:27,3047f7e74ced11e880d5000d3a02ed0d,,fc5350eb41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350ee41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:29,,0,,1899-12-30T00:00:00,2018-05-01T03:10:29,3047f7ea4ced11e880d5000d3a02ed0d,,fc5350c841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350cb41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:30,,0,,1899-12-30T00:00:00,2018-05-01T03:10:30,3047f7ed4ced11e880d5000d3a02ed0d,,f65a6cd641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cf041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:32,,0,,1899-12-30T00:00:00,2018-05-01T03:10:32,3047f7f04ced11e880d5000d3a02ed0d,,f65a6cdf41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cf441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:33,,0,,1899-12-30T00:00:00,2018-05-01T03:10:33,3047f7f34ced11e880d5000d3a02ed0d,,f65a6cd641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,fc5350f341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
0,0,0,2018-05-01T03:10:34,,0,,1899-12-30T00:00:00,2018-05-01T03:10:34,3047f7f64ced11e880d5000d3a02ed0d,,fc53511a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,024c5cf841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,DFREED,DFREED,DFREED
