@DESCRIPTION,@TEMPLATE,@VALIDATED,@DATEVALIDATED,@WHENUPDATED,@TYPE,@WHENCREATED,@ALLOWAUTOMATICDELETION,@UNIQUEIDENTIFIER,@NAME,@EXPORTFLAG,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effc1eb1711eb8103000d3a02ed0d,,0,024c5c6f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654d1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effc3eb1711eb8103000d3a02ed0d,,0,024c5c6f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c272ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effc5eb1711eb8103000d3a02ed0d,,0,024c5c7441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effc7eb1711eb8103000d3a02ed0d,,0,024c5c7941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effc9eb1711eb8103000d3a02ed0d,,0,024c5c7e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effcbeb1711eb8103000d3a02ed0d,,0,024c5c8441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654d3ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effcdeb1711eb8103000d3a02ed0d,,0,024c5c4e41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3b7ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:39,,2021-07-22T18:04:39,0,466effcfeb1711eb8103000d3a02ed0d,,0,024c5c8941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effd1eb1711eb8103000d3a02ed0d,,0,024c5c8f41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654d5ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effd3eb1711eb8103000d3a02ed0d,,0,024c5c9441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c1b6ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effd5eb1711eb8103000d3a02ed0d,,0,024c5c9941a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654d5ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effd7eb1711eb8103000d3a02ed0d,,0,024c5c9d41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c1b6ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effd9eb1711eb8103000d3a02ed0d,,0,f65a6d9d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c209ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effdbeb1711eb8103000d3a02ed0d,,0,f65a6da241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c202ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effdceb1711eb8103000d3a02ed0d,,0,f65a6da241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c263ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effdeeb1711eb8103000d3a02ed0d,,0,f65a6da741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c263ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effe0eb1711eb8103000d3a02ed0d,,0,f65a6dac41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c263ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effe2eb1711eb8103000d3a02ed0d,,0,f65a6db141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c1b6ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:40,,2021-07-22T18:04:40,0,466effe3eb1711eb8103000d3a02ed0d,,0,f65a6db141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c263ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effe5eb1711eb8103000d3a02ed0d,,0,f65a6db641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c209ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effe7eb1711eb8103000d3a02ed0d,,0,fc53505241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c202ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effe9eb1711eb8103000d3a02ed0d,,0,f65a6cdd41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c21dad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effeaeb1711eb8103000d3a02ed0d,,0,f65a6cdd41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effeceb1711eb8103000d3a02ed0d,,0,f65a6ce241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c21dad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effedeb1711eb8103000d3a02ed0d,,0,f65a6ce241a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c278ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466effefeb1711eb8103000d3a02ed0d,,0,f65a6ce741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c21dad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466efff1eb1711eb8103000d3a02ed0d,,0,f65a6ce741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c263ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466efff3eb1711eb8103000d3a02ed0d,,0,fc53508041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c222ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466efff5eb1711eb8103000d3a02ed0d,,0,fc53508041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654dbea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466efff7eb1711eb8103000d3a02ed0d,,0,fc53508641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3d7ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:41,,2021-07-22T18:04:41,0,466efff9eb1711eb8103000d3a02ed0d,,0,fc53508b41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654ddea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466efffbeb1711eb8103000d3a02ed0d,,0,fc53505841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c209ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466efffdeb1711eb8103000d3a02ed0d,,0,fc53505841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654ddea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466effffeb1711eb8103000d3a02ed0d,,0,fc5350fd41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654ddea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0001eb1711eb8103000d3a02ed0d,,0,fc53510141a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c222ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0003eb1711eb8103000d3a02ed0d,,0,024c5ce241a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654e1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0004eb1711eb8103000d3a02ed0d,,0,024c5ce241a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0006eb1711eb8103000d3a02ed0d,,0,fc53507941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0007eb1711eb8103000d3a02ed0d,,0,fc53507941a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654e3ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0009eb1711eb8103000d3a02ed0d,,0,024c5ce641a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654e1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f000aeb1711eb8103000d3a02ed0d,,0,024c5ce641a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c278ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f000ceb1711eb8103000d3a02ed0d,,0,024c5cba41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3b2ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f000eeb1711eb8103000d3a02ed0d,,0,024c5cba41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:42,,2021-07-22T18:04:42,0,466f0010eb1711eb8103000d3a02ed0d,,0,024c5cbe41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3b2ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0012eb1711eb8103000d3a02ed0d,,0,024c5cbe41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0014eb1711eb8103000d3a02ed0d,,0,024c5cea41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654e1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0016eb1711eb8103000d3a02ed0d,,0,024c5cea41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3d7ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0018eb1711eb8103000d3a02ed0d,,0,fc53509041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c222ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f001aeb1711eb8103000d3a02ed0d,,0,fc53509041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654dbea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f001ceb1711eb8103000d3a02ed0d,,0,fc53509541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c222ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f001eeb1711eb8103000d3a02ed0d,,0,fc53510741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654e1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0020eb1711eb8103000d3a02ed0d,,0,fc53509a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c222ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0022eb1711eb8103000d3a02ed0d,,0,fc5350a041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c222ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0024eb1711eb8103000d3a02ed0d,,0,024c5cc341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654edea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:43,,2021-07-22T18:04:43,0,466f0026eb1711eb8103000d3a02ed0d,,0,024c5cc341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f0028eb1711eb8103000d3a02ed0d,,0,fc5350b641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,1bbef69ead0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f002aeb1711eb8103000d3a02ed0d,,0,fc5350bc41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f002ceb1711eb8103000d3a02ed0d,,0,fc5350c041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c209ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f002deb1711eb8103000d3a02ed0d,,0,fc5350c041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,1bbef69ead0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f002feb1711eb8103000d3a02ed0d,,0,fc5350e841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c1b6ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f0031eb1711eb8103000d3a02ed0d,,0,fc5350c541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f0033eb1711eb8103000d3a02ed0d,,0,fc53511341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654efea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f0035eb1711eb8103000d3a02ed0d,,0,fc5350ee41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3e7ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f0037eb1711eb8103000d3a02ed0d,,0,fc5350cb41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f0039eb1711eb8103000d3a02ed0d,,0,024c5cf041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654f1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f003aeb1711eb8103000d3a02ed0d,,0,024c5cf041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f003ceb1711eb8103000d3a02ed0d,,0,024c5cf441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654f1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:44,,2021-07-22T18:04:44,0,466f003deb1711eb8103000d3a02ed0d,,0,024c5cf441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c278ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f003feb1711eb8103000d3a02ed0d,,0,fc5350f341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd36cad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0040eb1711eb8103000d3a02ed0d,,0,fc5350f341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c1a3ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0042eb1711eb8103000d3a02ed0d,,0,024c5cf841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654f1ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0044eb1711eb8103000d3a02ed0d,,0,024c5cf841a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3e2ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0046eb1711eb8103000d3a02ed0d,,0,fc53511741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0048eb1711eb8103000d3a02ed0d,,0,fc53511d41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,27afd3e2ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f004aeb1711eb8103000d3a02ed0d,,0,fc5350d041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f004ceb1711eb8103000d3a02ed0d,,0,fc53512341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,1bbef70bad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f004eeb1711eb8103000d3a02ed0d,,0,024c5c5d41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0050eb1711eb8103000d3a02ed0d,,0,024c5c5d41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654f5ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0052eb1711eb8103000d3a02ed0d,,0,fc5350d641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,21b5c246ad0711eb80ff000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
,0,0,1899-12-30T00:00:00,2021-07-22T18:04:45,,2021-07-22T18:04:45,0,466f0054eb1711eb8103000d3a02ed0d,,0,fc5350d641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,01c654f8ea3011eb8103000d3a02ed0d,FRAMEWORXBUSINESSOBJECT,DFREED,DFREED,DFREED
