@EXPORTFLAG,@VALIDATED,@WHENCREATED,@WHENUPDATED,@TEMPLATE,@UNIQUEIDENTIFIER,@DATEVALIDATED,@ALLOWAUTOMATICDELETION,RCISSUELINKTOANYOBJECT@UNIQUEIDENTIFIER,RCISSUELINKTOANYOBJECT@ANYOBJECTDESTINATION,RCISSUELINKTOISSUE@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f1676c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f1776c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f1976c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f1a76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f1c76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f1d76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f1f76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f2076c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f2276c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f2376c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f2576c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f2676c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f2876c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f2976c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f2b76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f2c76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f2e76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f2f76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:13,2012-03-25T17:25:13,0,00686f3176c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f3276c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f3476c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f3576c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f3776c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f3876c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f3a76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f3b76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f3d76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f3e76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f4076c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f4176c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f4376c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f4476c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f4676c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f4776c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f4976c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f4a76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f4c76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f4d76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f4f76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f5076c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f5276c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f5376c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f5576c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f5676c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f5876c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f5976c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f5b76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f5c76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:14,2012-03-25T17:25:14,0,00686f5e76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f5f76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f6176c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f6276c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f6476c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f6576c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f6776c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f6876c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f6a76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f6b76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f6d76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f6e76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f7076c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f7176c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f7376c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f7476c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f7676c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f7776c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f7976c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f7a76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f7c76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f7d76c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f7f76c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f8076c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f8276c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f8376c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
0,0,2012-03-25T17:25:15,2012-03-25T17:25:15,0,00686f8676c111e1a8e8002564cb911c,1899-12-30T00:00:00,0,00686f8776c111e1a8e8002564cb911c,ETOMPROCESS,dc88e54c6c7c11e1a5f7002564cb911c,ADMIN,ADMIN,ADMIN,,,
