@WHENCREATED,@TYPE,@ALLOWAUTOMATICDELETION,@NAME,@DESCRIPTION,@DATEVALIDATED,@TEMPLATE,@VALIDATED,@UNIQUEIDENTIFIER,@WHENUPDATED,@EXPORTFLAG,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
2022-01-10T23:15:26,,0,,,1899-12-30T00:00:00,0,0,30ffc74e726b11ec94f4000d3a0ebc70,2022-01-10T23:15:26,0,30ffc74d726b11ec94f4000d3a0ebc70,CW_ROLE,dc01bdec6a2d11e2a56fd4bed938b456,CW_VIEW,ADMIN,ADMIN,ADMIN
2022-01-10T23:15:26,,0,,,1899-12-30T00:00:00,0,0,30ffc74f726b11ec94f4000d3a0ebc70,2022-01-10T23:15:26,0,30ffc74d726b11ec94f4000d3a0ebc70,CW_ROLE,2e10362c6a2e11e2a56fd4bed938b456,CW_VIEW,ADMIN,ADMIN,ADMIN
2022-01-10T23:15:26,,0,,,1899-12-30T00:00:00,0,0,30ffc750726b11ec94f4000d3a0ebc70,2022-01-10T23:15:26,0,30ffc74d726b11ec94f4000d3a0ebc70,CW_ROLE,fffb810e3cbf11e2a870d4bed938b456,CW_VIEW,ADMIN,ADMIN,ADMIN
2022-01-10T23:15:26,,0,,,1899-12-30T00:00:00,0,0,30ffc751726b11ec94f4000d3a0ebc70,2022-01-10T23:15:26,0,30ffc74d726b11ec94f4000d3a0ebc70,CW_ROLE,5fea65d17b6a11e2b279d4bed938b456,CW_VIEW,ADMIN,ADMIN,ADMIN
2022-01-10T23:15:26,,0,,,1899-12-30T00:00:00,0,0,30ffc752726b11ec94f4000d3a0ebc70,2022-01-10T23:15:26,0,30ffc74d726b11ec94f4000d3a0ebc70,CW_ROLE,e37ee6cb2e1e11e9a08d6c3be52e715a,CW_VIEW,ADMIN,ADMIN,ADMIN
