@TYPE,@DESCRIPTION,@TEMPLATE,@DATEVALIDATED,@EXPORTFLAG,@WHENCREATED,@WHENUPDATED,@UNIQUEIDENTIFIER,@NAME,@ALLOWAUTOMATICDELETION,@VALIDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:47,2021-12-08T22:48:47,0033297d587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae7944faee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:48,2021-12-08T22:48:48,0033297f587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae7945faee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:48,2021-12-08T22:48:48,00332981587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae7946faee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:49,2021-12-08T22:48:49,00332983587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae7947faee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:49,2021-12-08T22:48:49,00332985587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae7948faee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:50,2021-12-08T22:48:50,00332987587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae7949faee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:50,2021-12-08T22:48:50,00332989587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae794afaee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:51,2021-12-08T22:48:51,0033298b587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae794bfaee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:51,2021-12-08T22:48:51,0033298d587911ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,0cae794cfaee11e4aa85002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:52,2021-12-08T22:48:52,0033298f587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1d287ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:52,2021-12-08T22:48:52,00332990587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1ca87ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:53,2021-12-08T22:48:53,00332992587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1d487ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:54,2021-12-08T22:48:54,00332994587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1e087ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:55,2021-12-08T22:48:55,00332996587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1e187ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:56,2021-12-08T22:48:56,00332998587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1e287ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:48:57,2021-12-08T22:48:57,0033299a587911ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,d088e1d587ec11e5bf18002590713bc0,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:57,2021-12-08T22:55:57,00553061587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,25f018ab048611e3ac5202b09a168801,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:57,2021-12-08T22:55:57,00553062587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,25f018ab048611e3ac5202b09a168801,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:57,2021-12-08T22:55:57,00553063587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,25f018ab048611e3ac5202b09a168801,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:58,2021-12-08T22:55:58,00553065587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:58,2021-12-08T22:55:58,00553066587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:58,2021-12-08T22:55:58,00553067587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e857cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:59,2021-12-08T22:55:59,00553069587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,7001e8c5cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:59,2021-12-08T22:55:59,0055306a587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e8c5cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:55:59,2021-12-08T22:55:59,0055306b587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e8c5cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:00,2021-12-08T22:56:00,0055306d587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f9e3a1ee6fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:00,2021-12-08T22:56:00,0055306e587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1ee6fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:00,2021-12-08T22:56:00,0055306f587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1ee6fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:01,2021-12-08T22:56:01,00553071587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f9e3a1ef6fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:01,2021-12-08T22:56:01,00553072587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1ef6fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:01,2021-12-08T22:56:01,00553073587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1ef6fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:02,2021-12-08T22:56:02,00553075587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f9e3a1f06fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:02,2021-12-08T22:56:02,00553076587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1f06fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:02,2021-12-08T22:56:02,00553077587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1f06fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:04,2021-12-08T22:56:04,00553079587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,7001e852cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:04,2021-12-08T22:56:04,0055307a587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e852cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:04,2021-12-08T22:56:04,0055307b587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e852cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:05,2021-12-08T22:56:05,0055307d587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f9e3a1f16fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:05,2021-12-08T22:56:05,0055307e587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1f16fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:05,2021-12-08T22:56:05,0055307f587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1f16fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:06,2021-12-08T22:56:06,00553081587a11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f9e3a1f26fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:06,2021-12-08T22:56:06,00553082587a11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1f26fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T22:56:06,2021-12-08T22:56:06,00553083587a11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f9e3a1f26fac11e1b006002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:18,2021-12-08T23:10:18,01e534eb587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,df4b5f774ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:18,2021-12-08T23:10:18,01e534ec587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f774ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:18,2021-12-08T23:10:18,01e534ed587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f774ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:20,2021-12-08T23:10:20,01e534ef587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,df4b5f6f4ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:20,2021-12-08T23:10:20,01e534f0587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f6f4ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:20,2021-12-08T23:10:20,01e534f1587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f6f4ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:21,2021-12-08T23:10:21,01e534f3587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,df4b5f704ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:21,2021-12-08T23:10:21,01e534f4587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f704ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:21,2021-12-08T23:10:21,01e534f5587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f704ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:22,2021-12-08T23:10:22,01e534f7587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,df4b5f714ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:22,2021-12-08T23:10:22,01e534f8587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f714ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:22,2021-12-08T23:10:22,01e534f9587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f714ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:23,2021-12-08T23:10:23,01e534fb587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,df4b5f724ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:23,2021-12-08T23:10:23,01e534fc587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f724ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:23,2021-12-08T23:10:23,01e534fd587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,df4b5f724ee511e780ca000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:24,2021-12-08T23:10:24,01e534ff587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f6b546e97ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:24,2021-12-08T23:10:24,01e53500587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e97ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:24,2021-12-08T23:10:24,01e53501587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e97ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:25,2021-12-08T23:10:25,01e53503587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f6b546e17ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:25,2021-12-08T23:10:25,01e53504587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e17ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:25,2021-12-08T23:10:25,01e53505587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e17ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:26,2021-12-08T23:10:26,01e53507587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f6b546e27ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:26,2021-12-08T23:10:26,01e53508587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e27ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:26,2021-12-08T23:10:26,01e53509587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e27ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:28,2021-12-08T23:10:28,01e5350b587c11ec8107000d3a02ed0d,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f6b546e37ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:28,2021-12-08T23:10:28,01e5350c587c11ec8107000d3a02ed0d,,0,0,3a2a800ec6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e37ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:10:28,2021-12-08T23:10:28,01e5350d587c11ec8107000d3a02ed0d,,0,0,0958e747c6ee11eb8100000d3a02ed0d,ETOMPROCESS,f6b546e37ad111e880d7000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:10,2021-12-08T23:03:10,0244ab82587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,8e8d4e8552dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:11,2021-12-08T23:03:11,0244ab84587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,94a40e1c52dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:12,2021-12-08T23:03:12,0244ab86587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,94a40e1d52dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:13,2021-12-08T23:03:13,0244ab88587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,94a40e1e52dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:14,2021-12-08T23:03:14,0244ab8a587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,94a40e1f52dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:15,2021-12-08T23:03:15,0244ab8c587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,94a40e2052dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:15,2021-12-08T23:03:15,0244ab8e587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,8e8d4e8652dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:16,2021-12-08T23:03:16,0244ab90587b11ec8107000d3a02ed0d,,0,0,e0d9a8a1587811ec8107000d3a02ed0d,ETOMPROCESS,94a40e3e52dc11ec8107000d3a02ed0d,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:17,2021-12-08T23:03:17,0244ab92587b11ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,7001e894cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:18,2021-12-08T23:03:18,0244ab93587b11ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,76001a51cb2b11db9435000e3573f0d3,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2021-12-08T23:03:19,2021-12-08T23:03:19,0244ab95587b11ec8107000d3a02ed0d,,0,0,0958e710c6ee11eb8100000d3a02ed0d,ETOMPROCESS,00686f8376c111e1a8e8002564cb911c,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2022-06-06T16:59:22,2022-06-06T16:59:22,025d36fae5ba11ec94fa000d3a0ebc70,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,23f55516dfe511ec94f9000d3a0ebc70,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2022-06-06T16:59:22,2022-06-06T16:59:22,025d36fbe5ba11ec94fa000d3a0ebc70,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,23f55517dfe511ec94f9000d3a0ebc70,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2022-06-06T16:59:22,2022-06-06T16:59:22,025d36fce5ba11ec94fa000d3a0ebc70,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,b1916f73dfe711ec94f9000d3a0ebc70,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2022-06-06T16:59:22,2022-06-06T16:59:22,025d36fde5ba11ec94fa000d3a0ebc70,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,f9aadfb4dfe711ec94f9000d3a0ebc70,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
,,0,1899-12-30T00:00:00,0,2022-06-06T16:59:22,2022-06-06T16:59:22,025d36fee5ba11ec94fa000d3a0ebc70,,0,0,3eeb3beb587811ec8107000d3a02ed0d,ETOMPROCESS,48a0d9a9dfe811ec94f9000d3a0ebc70,ETOMPROCESS,ATALMOR,ATALMOR,ATALMOR
