@TEMPLATE,@TYPE,@ALLOWAUTOMATICDELETION,@DATEVALIDATED,@UNIQUEIDENTIFIER,@DESCRIPTION,@WHENCREATED,@NAME,@VALIDATED,@EXPORTFLAG,@WHENUPDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0,,0,1899-12-30T00:00:00,466f000feb1711eb8103000d3a02ed0d,,2021-07-22T18:04:42,,0,0,2021-07-22T18:04:42,024c5cbe41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c8884815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0011eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,024c5cbe41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0013eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,024c5cea41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0015eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,024c5cea41a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0017eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc53509041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0019eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc53509041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f001beb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc53509541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f001deb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc53510741a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f001feb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc53509a41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0021eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc5350a041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0023eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,024c5cc341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,2a1be77e23fd11dc87cb00059a3c7800,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0025eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,024c5cc341a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0027eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:43,,0,0,2021-07-22T18:04:43,fc5350b641a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0029eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc5350bc41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f002beb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc5350c041a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f002eeb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc5350e841a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0030eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc5350c541a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0032eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc53511341a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0034eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc5350ee41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0036eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,fc5350cb41a611e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f0038eb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,024c5cf041a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
0,,0,1899-12-30T00:00:00,466f003beb1711eb8103000d3a02ed0d,,2021-07-22T18:04:44,,0,0,2021-07-22T18:04:44,024c5cf441a711e880d5000d3a02ed0d,FRAMEWORXKEYINDICATORS,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,DFREED,DFREED,DFREED
