@NAME,@TYPE,@ALLOWAUTOMATICDELETION,@DESCRIPTION,@TEMPLATE,@DATEVALIDATED,@EXPORTFLAG,@VALIDATED,@WHENCREATED,@WHENUPDATED,@UNIQUEIDENTIFIER,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:48,2016-06-01T15:15:48,01ede2c3283e11e6bf18002590713bc0,658c74b0f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,053ffc67a80b11dc88c400059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:48,2016-06-01T15:15:48,01ede2c5283e11e6bf18002590713bc0,658c74b3f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:49,2016-06-01T15:15:49,01ede2c7283e11e6bf18002590713bc0,658c74b6f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:49,2016-06-01T15:15:49,01ede2c9283e11e6bf18002590713bc0,658c74b9f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:50,2016-06-01T15:15:50,01ede2cb283e11e6bf18002590713bc0,658c74bcf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:50,2016-06-01T15:15:50,01ede2cd283e11e6bf18002590713bc0,658c74bff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:51,2016-06-01T15:15:51,01ede2cf283e11e6bf18002590713bc0,658c74c2f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:52,2016-06-01T15:15:52,01ede2d3283e11e6bf18002590713bc0,658c74c8f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,f7145b5a46a311df88120026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:53,2016-06-01T15:15:53,01ede2d7283e11e6bf18002590713bc0,658c74cef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,f7145b5a46a311df88120026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:54,2016-06-01T15:15:54,01ede2d9283e11e6bf18002590713bc0,658c74d1f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,f7145b5a46a311df88120026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:55,2016-06-01T15:15:55,01ede2db283e11e6bf18002590713bc0,658c74d4f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b00791153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:55,2016-06-01T15:15:55,01ede2dd283e11e6bf18002590713bc0,658c74d7f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,fb63278847d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:56,2016-06-01T15:15:56,01ede2df283e11e6bf18002590713bc0,658c74dbf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,fb63278847d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:56,2016-06-01T15:15:56,01ede2e1283e11e6bf18002590713bc0,658c74def4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:57,2016-06-01T15:15:57,01ede2e5283e11e6bf18002590713bc0,658c74e4f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff12f8b3cd11eb80ff000d3a02ed0d,658c75fcf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,06e6574d474211df8c200026b9bf6441,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:33,2021-05-13T09:24:33,04ff1311b3cd11eb80ff000d3a02ed0d,658c761df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:36,2021-05-13T09:24:36,04ff1339b3cd11eb80ff000d3a02ed0d,6b84a769f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,df4d7c046a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:37,2021-05-13T09:24:37,04ff133db3cd11eb80ff000d3a02ed0d,6b84a76cf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,df4d7c046a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:37,2021-05-13T09:24:37,04ff1341b3cd11eb80ff000d3a02ed0d,6b84a76ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,df4d7c046a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:38,2021-05-13T09:24:38,04ff1345b3cd11eb80ff000d3a02ed0d,6b84a772f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,df4d7c046a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:38,2021-05-13T09:24:38,04ff1349b3cd11eb80ff000d3a02ed0d,6b84a775f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,204cd5baa08f11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:39,2021-05-13T09:24:39,04ff134db3cd11eb80ff000d3a02ed0d,6b84a778f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,204cd5baa08f11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:39,2021-05-13T09:24:39,04ff1351b3cd11eb80ff000d3a02ed0d,6b84a77bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,204cd5baa08f11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:40,2021-05-13T09:24:40,04ff1355b3cd11eb80ff000d3a02ed0d,6b84a782f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,204cd5baa08f11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:41,2021-05-13T09:24:41,04ff1359b3cd11eb80ff000d3a02ed0d,6b84a788f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,d4ba6ba16a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:15:59,2016-06-01T15:15:59,081f6636283e11e6bf18002590713bc0,658c74ebf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:00,2016-06-01T15:16:00,081f663a283e11e6bf18002590713bc0,658c74f2f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:01,2016-06-01T15:16:01,081f663e283e11e6bf18002590713bc0,658c74f8f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:01,2016-06-01T15:16:01,081f6640283e11e6bf18002590713bc0,658c74fbf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:02,2016-06-01T15:16:02,081f6642283e11e6bf18002590713bc0,658c74fef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,2814641f47d311df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:02,2016-06-01T15:16:02,081f6644283e11e6bf18002590713bc0,658c7501f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,2814641f47d311df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:03,2016-06-01T15:16:03,081f6646283e11e6bf18002590713bc0,658c7504f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,813fa64447d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:03,2016-06-01T15:16:03,081f6648283e11e6bf18002590713bc0,658c7507f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,813fa64447d211df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:04,2016-06-01T15:16:04,081f664a283e11e6bf18002590713bc0,658c750af4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078a153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:04,2016-06-01T15:16:04,081f664c283e11e6bf18002590713bc0,658c750df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078a153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:04,2016-06-01T15:16:04,081f664e283e11e6bf18002590713bc0,658c7510f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078a153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:05,2016-06-01T15:16:05,081f6650283e11e6bf18002590713bc0,658c7513f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078a153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:05,2016-06-01T15:16:05,081f6652283e11e6bf18002590713bc0,658c7516f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078d153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:06,2016-06-01T15:16:06,081f6654283e11e6bf18002590713bc0,658c7519f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078d153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:06,2016-06-01T15:16:06,081f6656283e11e6bf18002590713bc0,658c751cf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078d153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:07,2016-06-01T15:16:07,081f6658283e11e6bf18002590713bc0,658c751ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078d153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:07,2016-06-01T15:16:07,081f665a283e11e6bf18002590713bc0,658c7522f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b0078d153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:08,2016-06-01T15:16:08,081f665c283e11e6bf18002590713bc0,658c7525f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b3b00787153911ddad71001e378839ac,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:41,2021-05-13T09:24:41,0b2546d3b3cd11eb80ff000d3a02ed0d,6b84a78bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,d4ba6ba16a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:42,2021-05-13T09:24:42,0b2546d7b3cd11eb80ff000d3a02ed0d,6b84a791f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,cd692e71a08d11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:42,2021-05-13T09:24:42,0b2546dbb3cd11eb80ff000d3a02ed0d,6b84a794f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,cd692e71a08d11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:43,2021-05-13T09:24:43,0b2546dfb3cd11eb80ff000d3a02ed0d,6b84a797f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,cd692e71a08d11e2bf255c260a653b0e,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:43,2021-05-13T09:24:43,0b2546e3b3cd11eb80ff000d3a02ed0d,6b84a7a0f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd24ef6a6a3511e290abf04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:47,2021-05-13T09:24:47,0b254715b3cd11eb80ff000d3a02ed0d,9ea81313e02b11e780d0000d3a02ed0d,FRAMEWORXFUNCTION,105cd537e02b11e780d0000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:48,2021-05-13T09:24:48,0b254718b3cd11eb80ff000d3a02ed0d,caf7cb48283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,105cd537e02b11e780d0000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:48,2021-05-13T09:24:48,0b254719b3cd11eb80ff000d3a02ed0d,caf7cb48283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,7d580c3aab6211e2bcb7f04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:50,2021-05-13T09:24:50,0b25471cb3cd11eb80ff000d3a02ed0d,9ea81319e02b11e780d0000d3a02ed0d,FRAMEWORXFUNCTION,105cd537e02b11e780d0000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:51,2021-05-13T09:24:51,0b25471fb3cd11eb80ff000d3a02ed0d,d129e273283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,105cd53be02b11e780d0000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:51,2021-05-13T09:24:51,0b254720b3cd11eb80ff000d3a02ed0d,d129e273283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,7d580c3aab6211e2bcb7f04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:08,2016-06-01T15:16:08,0e1ae567283e11e6bf18002590713bc0,658c7528f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,6583c21767c411e1a5f7002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:09,2016-06-01T15:16:09,0e1ae569283e11e6bf18002590713bc0,658c752bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,6583c21767c411e1a5f7002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:09,2016-06-01T15:16:09,0e1ae56b283e11e6bf18002590713bc0,658c752ef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,6583c21767c411e1a5f7002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:12,2016-06-01T15:16:12,0e1ae57b283e11e6bf18002590713bc0,658c7546f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ab8e25410ea011e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:13,2016-06-01T15:16:13,0e1ae57d283e11e6bf18002590713bc0,658c7549f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,cf3b34ac0ea011e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:13,2016-06-01T15:16:13,0e1ae57f283e11e6bf18002590713bc0,658c754cf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,cf3b34ac0ea011e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:14,2016-06-01T15:16:14,0e1ae581283e11e6bf18002590713bc0,658c754ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,cf3b34ac0ea011e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:18,2016-06-01T15:16:18,0e1ae595283e11e6bf18002590713bc0,658c756ef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:51,2021-05-13T09:24:51,11202fe0b3cd11eb80ff000d3a02ed0d,d129e277283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,7d580c3aab6211e2bcb7f04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:56,2021-05-13T09:24:56,11202ff3b3cd11eb80ff000d3a02ed0d,caf7cae4283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,11202ff1b3cd11eb80ff000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:24:59,2021-05-13T09:24:59,11202fffb3cd11eb80ff000d3a02ed0d,caf7caf7283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,1d686914305f11df955c001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:25:00,2021-05-13T09:25:00,11203002b3cd11eb80ff000d3a02ed0d,caf7cafa283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,1d686914305f11df955c001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2021-05-13T09:25:01,2021-05-13T09:25:01,11203005b3cd11eb80ff000d3a02ed0d,caf7cafd283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,1d686914305f11df955c001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:18,2016-06-01T15:16:18,141f26c9283e11e6bf18002590713bc0,658c7571f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:19,2016-06-01T15:16:19,141f26cb283e11e6bf18002590713bc0,658c7574f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:19,2016-06-01T15:16:19,141f26cd283e11e6bf18002590713bc0,658c7577f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:20,2016-06-01T15:16:20,141f26cf283e11e6bf18002590713bc0,658c757af4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:20,2016-06-01T15:16:20,141f26d1283e11e6bf18002590713bc0,658c757df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:20,2016-06-01T15:16:20,141f26d3283e11e6bf18002590713bc0,658c7580f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,27b34a6b0ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:21,2016-06-01T15:16:21,141f26d5283e11e6bf18002590713bc0,658c7583f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,4bd404e70ea111e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:21,2016-06-01T15:16:21,141f26d7283e11e6bf18002590713bc0,658c7586f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,f71443160e2711e0bc42002564cb911c,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:24,2016-06-01T15:16:24,141f26e2283e11e6bf18002590713bc0,658c7596f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,d517350547db11df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:24,2016-06-01T15:16:24,141f26e4283e11e6bf18002590713bc0,658c7599f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,e1ba9d1439d811db9075004096a6c0fb,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:24,2016-06-01T15:16:24,141f26e6283e11e6bf18002590713bc0,658c759cf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,f7b0740b1b3211dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:25,2016-06-01T15:16:25,141f26e8283e11e6bf18002590713bc0,658c759ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,f7b0740b1b3211dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:25,2016-06-01T15:16:25,141f26ea283e11e6bf18002590713bc0,658c75a2f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,b6c91b8b1b3211dc87c600059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:26,2016-06-01T15:16:26,141f26ec283e11e6bf18002590713bc0,658c75a5f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,a6aa9d810ee411dc87b800059a3c7800,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:27,2016-06-01T15:16:27,141f26f0283e11e6bf18002590713bc0,658c75aaf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,fb5a625247db11df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:27,2016-06-01T15:16:27,141f26f4283e11e6bf18002590713bc0,658c75aff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,fb5a625247db11df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2016-06-01T15:16:28,2016-06-01T15:16:28,141f26f6283e11e6bf18002590713bc0,658c75b2f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,fb5a625247db11df8c200026b9bf6441,TAMAPPLICATION,32,32,32,,,
,,0,,0,1899-12-30T00:00:00,0,0,2019-05-30T10:45:51,2019-05-30T10:45:51,169840b982c811e980e2000d3a02ed0d,169840bb82c811e980e2000d3a02ed0d,FRAMEWORXFUNCTION,74f1d79a219811df9556001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2019-05-30T10:45:51,2019-05-30T10:45:51,169840bc82c811e980e2000d3a02ed0d,169840be82c811e980e2000d3a02ed0d,FRAMEWORXFUNCTION,74f1d79a219811df9556001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2019-05-30T10:45:51,2019-05-30T10:45:51,169840bf82c811e980e2000d3a02ed0d,169840c182c811e980e2000d3a02ed0d,FRAMEWORXFUNCTION,6c2bf06e219811df9556001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
,,0,,0,1899-12-30T00:00:00,0,0,2019-05-30T10:45:51,2019-05-30T10:45:51,169840c882c811e980e2000d3a02ed0d,169840ca82c811e980e2000d3a02ed0d,FRAMEWORXFUNCTION,5fac00d8306411df955c001de065480b,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
