@CWTOTALCOMMENT,@TYPE,@OBJECTMATURITYLEVEL,@FUNCTIONIDENTIFIER,@NAME,@DESCRIPTION,@CWAVERAGERATING,@VALIDATED,@DATEVALIDATED,@WHENUPDATED,@WHENCREATED,@TEMPLATE,@FUNCTIONORIGIN,@EXPORTFLAG,@UNIQUEIDENTIFIER,@COMMENT,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
0.0,,b62ffafee95d11e2be9850b7c3954f49,991,Resource End-To-End Performance Supervision,Resource End-To-End Performance Supervision provides integration with ERP applications for End – End supervising the resource performance.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:20,2018-06-25T19:22:06,0,Rel 21,0,0b249cc678ad11e880d7000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,997D,Patent Administration (DELETED),"Administering Patents, Trademarks etc.",0.0,0,1899-12-30T00:00:00,2021-05-13T13:57:40,2019-05-30T10:45:51,0,19,0,169840b882c811e980e2000d3a02ed0d,"Remove, covered by 907",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,998,Intellectual Asset Usage Tracking,Intellectual Asset Usage Tracking; Tracking the use and preventing the violation of Intellectual assets.,0.0,0,1899-12-30T00:00:00,2021-05-26T10:47:06,2019-05-30T10:45:51,0,19,0,169840bb82c811e980e2000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,999,Intellectual Asset Sharing Policies Management,Intellectual Asset Sharing Policies Management provides creation of policies and controls for intellectual assets sharing.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:22,2019-05-30T10:45:51,0,"19
Rel 21",0,169840be82c811e980e2000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1000,Enterprise Processes Information Management,"Enterprise Processes Information Management; Managing the information related to experiences, enterprise processes, practices, market etc.",0.0,0,1899-12-30T00:00:00,2021-05-26T10:47:06,2019-05-30T10:45:51,0,19,0,169840c182c811e980e2000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1001,Collaboration Information Updating,Collaboration Information Updating provides using and sharing of information to enhance knowledge.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:23,2019-05-30T10:45:51,0,"19
Rel 21",0,169840c482c811e980e2000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1002,Collaboration Tools Management,"Collaboration Tools Management provides tools and technologies for collaboration, managing access, authorities and user grouping. ",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:23,2019-05-30T10:45:51,0,"19
Rel 21",0,169840c782c811e980e2000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1003,Knowledge Lifecycle Management,Knowledge Lifecycle Management is managing the Lifecycle of the knowledge content.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:48,2019-05-30T10:45:51,0,"19
Rel 21",0,169840ca82c811e980e2000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1004,Knowledge Sharing Policy Processing,Knowledge Sharing Policy Processing Applies rules and policies for sharing of knowledge.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:24,2019-05-30T10:45:51,0,"19
Rel 21",0,169840cd82c811e980e2000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1005,Knowledge Sharing,Knowledge Sharing is making the knowledge available to internal and external stake holders.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:48,2019-05-30T10:45:51,0,"19
Rel 21",0,169840d082c811e980e2000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1006,Knowledge Tailoring,Knowledge Tailoring provides tailoring of the knowledge items for different discovery and listing requirements.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:49,2019-05-30T10:45:52,0,"19
Rel 21",0,169840d382c811e980e2000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1007,Knowledge Identification,Knowledge Identification identifies enterprise vital knowledge from internal and external sources.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:25,2019-05-30T10:45:52,0,"19
Rel 21",0,169840d782c811e980e2000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1008,Knowledge Labeling,Knowledge Labeling provides labelling of the knowledge item for the documentation and future use.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:49,2019-05-30T10:45:52,0,"19
Rel 21",0,169840da82c811e980e2000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,1009,Acquired Knowledge Storage,Acquired Knowledge Storage provides documenting and storing acquired knowledge to the knowledge base.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:25,2019-05-30T10:45:52,0,"19
Rel 21",0,169840dd82c811e980e2000d3a02ed0d," New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,986,Resource Test Storage,Resource Test Storage provides a database of all tests which need to be run against different Network Types,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:19,2018-06-25T17:06:32,0,Rel 21,0,1b216b3f789a11e880d7000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,987,Resource Test Load Generation,Resource Test Load Generation provide ability to apply load of the resource through load generators,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:19,2018-06-25T17:06:38,0,Rel 21,0,1b216b40789a11e880d7000d3a02ed0d,"New Name, New Description ",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,988,Resource Response Capture Measurement,Resource Response Capture Measurement measures the quantity and quality of the responses of the resources with verification instrumentation,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:20,2018-06-25T17:06:42,0,Rel 21,0,1b216b41789a11e880d7000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,994,Work Item Policy Control Configuration,"Work Item Policy Control Configuration provides definition and configuration of  the policies, which will be valid during the task work item lifecycle",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:21,2018-11-28T09:29:51,0,"18.5
Rel 21",0,27533988f2f011e880dc000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,995,Service Task Item Policy Control Configuration,Service Task Item Policy Control Configuration; Define and configure the policies which will be implemented during the Service task item lifecycle.,0.0,0,1899-12-30T00:00:00,2021-05-26T10:47:06,2018-11-28T09:29:51,0,18.5,0,2753398bf2f011e880dc000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,996,Resource Task Item Policy Control Configuration,Resource Task Item Policy Control Configuration; Define and configure the policies which will be implemented during the Resource task item lifecycle.,0.0,0,1899-12-30T00:00:00,2021-05-26T10:47:06,2018-11-28T09:29:51,0,18.5,0,2753398ef2f011e880dc000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,952,Service Problem Monitoring Model Definition,Service Problem Monitoring Model Definition; Definition of the service problem monitoring model and its dependencies,0.0,0,1899-12-30T00:00:00,2021-05-26T10:47:06,2017-06-16T18:04:00,0,New TAM,0,2bd33d5252be11e780ca000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,953,Service Problem Monitoring Model Establishing,"Service Problem Monitoring Model Establishing function provides establishment of models to derive, identify and mitigate Service Problems.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:09,2017-06-16T18:04:00,0,"New TAM
Rel 21",0,2bd33d5552be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,954,Service Problem Monitoring Model Data Definition,"Accepting input from customer contracts, service definitions (KQIs, SLOs etc.) or changes in the service topology the function establishes the data the models needs for monitoring of services with respect to problems",0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:46,2017-06-16T18:04:00,0,"New TAM
Rel 21",0,2bd33d5852be11e780ca000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,955,Service Problem Monitoring Model Data Integration,"Establishment of data sources for monitoring of customer contracts, service definitions (KQIs, SLOs etc.) or changes in the service topology the function establishes the data the models needs for monitoring of services with respect to problems",0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:47,2017-06-16T18:04:00,0,"New TAM
Rel 21",0,2bd33d5b52be11e780ca000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,956,Resource Onboarding Configuration,"Resource Onboarding Configuration function will configure the on boarded Resources and the relevant systems to establish integration automatically, when requested. There are several system resources in the infrastructure that needs to be aware and integrated with the new resource. ",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:09,2017-06-16T18:04:00,0,"New TAM
Rel 21",0,2bd33d5d52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,957,Resource Instantiation Management,"Resource Instantiation Management function will control the states of resource instances like starting of new instances and closing of instances of a Resource like, but not limited to, CPU, Memory etc.
Resource performance and availability may be controlled by managing multiple instances of the Resource allocated to one or more applications. The “Resource Instantiation with Lifecycle management support” Resource Instantiation with Lifecycle management support: ",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:09,2017-06-16T18:04:00,0,"New TAM
Rel 21",0,2bd33d5f52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,958,Resource Task Item Decomposition,Resource Task Item Decomposition: By a request for an orchestration of a resource the Task Item needs to be analyzed and decomposed into the part-actions necessary to take to fulfill the requested resource orchestration. The resource task item may consist of several resource tasks and may use a number of Resources. It may also be controlled by several parameters for optional behaviors. This composition of the Resource is given by configuration data available from Catalog applications and the Resource Capability Orchestration application.,0.0,0,1899-12-30T00:00:00,2017-06-16T18:04:00,2017-06-16T18:04:00,0,New TAM,0,2bd33d6152be11e780ca000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,959,Resource Task Item Sequence Control (DELETED),Resource Task Item Sequence Control: Because of the “Resource Task Item Decomposition” of an orchestration request the result may be several actions that need to take place in a specific sequence. Each action is an item in the “Resource Task Item Sequence” and will perform according to a pre-configured configuration. The “Resource Task Item Sequence Control” controls the execution of each Item’s action.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:14:21,2017-06-16T18:04:00,0,New TAM,0,2bd33d6352be11e780ca000d3a02ed0d,"Remove, covered by 961",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,960,Resource Task Item Sequence Control Configuration (DELETED),Resource Task Item Sequence Control Configuration: Each task item (action) in a Resource Task Item Sequence will perform according to a pre-configured configuration. The “Resource Task Item Sequence Control Configuration” is a management of the application function that defines that the execution of each resource task item (action) will be done as part of an orchestration.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:14:21,2017-06-16T18:04:01,0,New TAM,0,2bd33d6552be11e780ca000d3a02ed0d,"Remove, covered by 962",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,961,Resource Work Item Sequence Execution,"Resource Work Item Sequence Execution: Because of the “Resource Task Item Decomposition” of an orchestration request the result may be several actions that needs to take place in a specific sequence. The “Resource Work Item Sequence Execution” function executes each individual item in sequence to fulfill, or roll back according to a pre-defined configuration, and reports the sequence carry through result.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:10,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d6752be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,962,Resource Work Item Sequence Execution Configuration,"Resource Work Item Sequence Execution Configuration: The “Resource Work Item Sequence Execution” function controls so that the sequence is fulfilled, or rolled back. The rules for the sequence execution will set the conditions for the fulfillment, or roll-back, and for the reporting and notification. The “Resource Task Item Sequence Carry Through configuration” is a management of the application function that defines how the execution of the orchestration sequence will be done.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:10,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d6952be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,963,Service Task Item Decomposition,Service Task Item Decomposition: By a request for an orchestration of a service the service needs to be analyzed and decomposed into the part-actions necessary to take to fulfill the requested orchestration. The Service may consist of several services and may use a number of Resources. It may also be controlled by several parameters for optional behaviors. This composition of the Service is given by configuration data available from Catalog applications and the Service Capability Orchestration application.,0.0,0,1899-12-30T00:00:00,2017-06-16T18:04:01,2017-06-16T18:04:01,0,New TAM,0,2bd33d6c52be11e780ca000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,964,Onboarded Service Integration Configuration,"Onboarded Service Integration Configuration function will configure the on boarded service and the relevant systems to establish integration automatically, when requested. There are several system services in the infrastructure that needs to be aware and integrated with the new service.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:11,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d6f52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,965,Service Instance Lifecycle Management,"Service Instance Lifecycle Management function will control the starting of new instances and closing of instances of a service as well as other activity states of the service instances. 
Software based Services’ performance and availability may be controlled by managing multiple instances of the service with multiple states of activity. ",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:11,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d7252be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,966,Service Task Item Sequence Control (DELETED),Service Task Item Sequence Control: Because of the “Service Task Item Decomposition” of an orchestration request the result may be several actions that need to take place in a specific sequence. Each action is an item in the “Service Task Item Sequence” and will perform according to a pre-configured configuration. The “Service Task Item Sequence Control” controls the execution of each Item’s action.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:14:21,2017-06-16T18:04:01,0,New TAM,0,2bd33d7552be11e780ca000d3a02ed0d,"Remove, covered by 968",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,967,Service Task Item Sequence Control Configuration (DELETED),Service Task Item Sequence Control Configuration: Each item (action) in a Service Task Item Sequence will perform according to a pre-configured configuration. The “Service Task Item Sequence Control Configuration” is a management of the application function that defines that the execution of each service task item (action) will be done as part of an orchestration.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:14:21,2017-06-16T18:04:01,0,New TAM,0,2bd33d7852be11e780ca000d3a02ed0d,"Remove, covered by 969",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,968,Service Work Item Sequence Execution,"Service Work Item Sequence Execution function executes each individual item in sequence of the service orchestration to fulfill, or roll back according to a pre-defined configuration, and reports the sequence execution result.
Because of the “Service Decomposition” of an orchestration request the result may be several actions that needs to take place in a specific sequence.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:12,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d7b52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,969,Service Work Item Sequence Execution Configuration,"Service Work Item Sequence Execution Configuration: The “Service Work Item Sequence Execution” function controls so that the sequence is fulfilled, or rolled back. The rules for the sequence execution will set the conditions for the fulfillment, or roll-back, and for the reporting and notification. The “Service Task Item Sequence Carry Through configuration” is a management of the application function that defines how the execution of the orchestration sequence will be done.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:12,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d7e52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,970,Work Item Decomposition,Work Item Decomposition: The Orchestration Manager will know the necessary steps   (workflow items) to be carried through.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:13,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d8152be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,971,Work Item Decomposition Configuration,Work Item Decomposition Configuration configures which actions to take and in which sequence for Task Work Items of the orchestration request,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:14,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d8452be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,972,Work Item Orchestration Instance Lifecycle Management,"Work Item Orchestration Instance Lifecycle Management controls the utilization, versioning and status of configurations related to different orchestration tasks.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:14,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d8752be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,973,Work Item Sequence Control,Work Item Sequence Control: To carry through the orchestration task all work items of the task need to be fully performed in a specific order. This application function will supervise the Work Item execution and report and take correcting actions if not performed according to control configuration,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:15,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d8a52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,974,Work Item Sequence Control Configuration,"Work Item Sequence Control Configuration creates the control criteria for each work item and sequence, and possible corrective actions and reporting.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:15,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d8d52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,975,Work Item Sequence Execution,Work Item Sequence Execution: To carry through an orchestration task the items of the task need to be performed in a specific order. This application function will perform the workflow according to configuration.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:16,2017-06-16T18:04:01,0,"New TAM
Rel 21",0,2bd33d9052be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,976,Work Item Sequence Execution Configuration,Work Item Sequence Execution Configuration creates the sequence (workflow) of work item execution for orchestration tasks in different scenarios.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:16,2017-06-16T18:04:02,0,"New TAM
Rel 21",0,2bd33d9352be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,977,Work Item Execution,Work Item Execution: Task Work Items will be of different nature and need different actions to be carried through. The “Orchestration Manager” needs to have functions to carry through a good variety of work items.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:17,2017-06-16T18:04:02,0,"New TAM
Rel 21",0,2bd33d9652be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,978,Service Assurance Deviation Monitoring,Service Assurance Deviation Monitoring analyzes the monitoring information to identify deviations from set values for performance and quality indicators. Service availability deviations are also detected.,0.0,0,1899-12-30T00:00:00,2017-06-16T18:04:02,2017-06-16T18:04:02,0,New TAM,0,2bd33d9952be11e780ca000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,979,Service Assurance Control Calculation,Service Assurance Control Calculation calculates corrective actions to prevent or restore performance and quality. The calculations are rule based and takes the service’s dynamics into account to perform a closed loop control to hold the performance and quality at a decided level.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:18,2017-06-16T18:04:02,0,"New TAM
Rel 21",0,2bd33d9c52be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,980,Service Assurance Trouble Mitigation,Service Assurance Trouble Mitigation have autonomic rules to minimize the lack of service by doing mitigation action e.g. restart or re-routing etc. to mitigate the negative impact for the customer from a service problem or fall-out.,0.0,0,1899-12-30T00:00:00,2017-06-16T18:04:02,2017-06-16T18:04:02,0,New TAM,0,2bd33d9f52be11e780ca000d3a02ed0d,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,981,Service Problem Monitoring Reporting (DELETED),Service Problem Monitoring Reporting function is responsible for displaying and notifying the operational status of services to operations personnel and applications.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:14:21,2017-06-16T18:04:02,0,New TAM,0,2bd33da252be11e780ca000d3a02ed0d,"Remove, Replace with 614 ",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,982,Service Problem Messages Monitoring,Service Problem Messages Monitoring is responsible for collecting status messages for further correlation and comparison to the topology and service monitoring model.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:26:18,2017-06-16T18:04:02,0,"New TAM
Rel 21",0,2bd33da552be11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,983,Service Problem SLA Monitoring,"Service Problem SLA Monitoring function is comparing the service problem status', severity and lapse of time against established service level agreements.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:18:47,2017-06-16T18:04:02,0,"New TAM
Rel 21",0,2bd33da852be11e780ca000d3a02ed0d,New Description,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,,1070,Orchestration Customer Order Error Resolution,"Orchestration Customer Order Error Resolution provides to view pool of orders resulted in error or stuck orders during orchestration and enable the Customer Support to act accordingly.
For example, a delay change because of resource unavailability or appointment not respected may trigger the resend of the request or notify the user with recommended action.",0.0,0,1899-12-30T00:00:00,2022-06-08T10:19:55,2022-06-08T10:18:09,0,,0,4ac1a11fe71411ec94fa000d3a0ebc70,,ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,726,Sales Lead Capturing,Sales Lead Capturing handles the generation of leads. A lead can be generated from many different sources and customer interactions including the result of a targeted marketing campaign. Potential customer information is obtained from external sources or from internally generated data.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:08,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db424f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,727,Product Offer to Customer Verification,"Product Offer to Customer Verification enables and verifies the configuration of the commercial offer chosen by the customer.
The configuration consist of technical, functional, and commercial pre-requisites and preferences.",0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:08,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db454f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,728,Account Proof and Balance Reporting,Account Proof and Balance Reporting provides a Financial Reporting function to  provide data presenting summaries of the financial activities of customer accounts. It includes a set of debt aging reports and proof & balance reports.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:09,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db484f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,729,Tax Information Reporting,Tax Information Reporting provides a function for Financial Reporting of tax information to Corporate Tax in support of tax compliance.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:10,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db4b4f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,730,Account Data to Business Intelligence Reporting,Account Data to Business Intelligence Reporting prepares account revenue details to be gathered into Business Intelligence data warehouse to facilitate decision support.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:10,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db4e4f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,731,Operations Portal Server Support,Operations Portal Server Support encompasses Portal Infrastructure for internal / center use into which functional components are plugged. The Framework provides the “foundation” for the development of agent-facing functionality.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:11,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db514f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,732,Care-Center Efficiency Support,Care-Center Efficiency Support provides various non-portlet enabled scripts and tools for the agent to automate specific tasks.,0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:11,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db544f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
0.0,,b62ffafee95d11e2be9850b7c3954f49,733,Service Order Decomposition,"Service Order Decomposition function decomposes the service orders, into sub-sequent service orders and resource order requests, and then distributes each request to perform the work.  
This function also translates planned design changes into implementation jobs (which could include service ordering and/or delivery) that may span multiple resource facing services and technology domains.  This might require additional data gathered via Service Data Collection. 
 
Note:  If an order repository or common order data services (common model) layer is being used and shared across layers (Customer, Service, and Resource layers), this decomposition can simplified",0.0,0,1899-12-30T00:00:00,2021-05-13T09:25:12,2017-06-12T16:36:56,0,"New TAM
Rel 21",0,5862db574f8d11e780ca000d3a02ed0d,"New Name, New Description",ATALMOR,ATALMOR,ATALMOR,,,
