@ALLOWAUTOMATICDELETION,@VALIDATED,@WHENUPDATED,@DATEVALIDATED,@EXPORTFLAG,@DESCRIPTION,@NAME,@WHENCREATED,@UNIQUEIDENTIFIER,@TEMPLATE,@TYPE,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
0,0,2014-10-29T03:06:32,1899-12-30T00:00:00,0,,,2014-10-29T03:06:32,dc2d4b155f4a11e4925a6817294aebff,0,,e2bc29475f4a11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,d5086c3c5f4a11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:06:32,1899-12-30T00:00:00,0,,,2014-10-29T03:06:32,dc2d4b165f4a11e4925a6817294aebff,0,,e2bc29475f4a11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,dc2d4b125f4a11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af05f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,c883b75a5f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af15f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,cfcb39e15f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af25f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,cfcb39e25f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af35f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,d77e781e5f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af45f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,d77e781f5f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af55f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,df50fea15f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af65f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,df50fea25f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:00,1899-12-30T00:00:00,0,,,2014-10-29T03:14:00,e7338af75f4b11e4925a6817294aebff,0,,ee55d1ae5f4b11e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,e7338aef5f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:14:21,1899-12-30T00:00:00,0,,,2014-10-29T03:14:21,f71d6a265f4b11e4925a6817294aebff,0,,9bbe974d5e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,ee55d1af5f4b11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:07:18,1899-12-30T00:00:00,0,,,2014-10-29T03:07:18,fb1371b55f4a11e4925a6817294aebff,0,,84d8ec0f5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,ec0bdf7e5f4a11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:07:18,1899-12-30T00:00:00,0,,,2014-10-29T03:07:18,fb1371b65f4a11e4925a6817294aebff,0,,84d8ec0f5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,ec0bdf7f5f4a11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:07:18,1899-12-30T00:00:00,0,,,2014-10-29T03:07:18,fb1371b75f4a11e4925a6817294aebff,0,,84d8ec0f5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,f3d7af285f4a11e4925a6817294aebff,PROCESS,32,32,32
0,0,2014-10-29T03:07:18,1899-12-30T00:00:00,0,,,2014-10-29T03:07:18,fb1371b85f4a11e4925a6817294aebff,0,,84d8ec0f5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,f3d7af295f4a11e4925a6817294aebff,PROCESS,32,32,32
