@NAME,@TYPE,@TEMPLATE,@ALLOWAUTOMATICDELETION,@EXPORTFLAG,@WHENUPDATED,@DATEVALIDATED,@UNIQUEIDENTIFIER,@DESCRIPTION,@WHENCREATED,@VALIDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,,0,0,0,2021-05-13T09:24:33,1899-12-30T00:00:00,04ff1313b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:33,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,658c761df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:34,1899-12-30T00:00:00,04ff1316b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:34,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,658c7620f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:34,1899-12-30T00:00:00,04ff1319b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:34,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,658c7632f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:34,1899-12-30T00:00:00,04ff131cb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:34,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a73ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:34,1899-12-30T00:00:00,04ff131fb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:34,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a742f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:34,1899-12-30T00:00:00,04ff1322b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:34,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a748f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:34,1899-12-30T00:00:00,04ff1325b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:34,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a74bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:35,1899-12-30T00:00:00,04ff1328b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:35,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a74ef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:35,1899-12-30T00:00:00,04ff132bb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:35,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a751f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:35,1899-12-30T00:00:00,04ff132eb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:35,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a754f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:35,1899-12-30T00:00:00,04ff1331b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:35,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a75af4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:35,1899-12-30T00:00:00,04ff1334b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:35,0,f2c7e677637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a75df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:36,1899-12-30T00:00:00,04ff1337b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:36,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a763f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:36,1899-12-30T00:00:00,04ff133bb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:36,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a769f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:37,1899-12-30T00:00:00,04ff133fb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:37,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a76cf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:37,1899-12-30T00:00:00,04ff1343b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:37,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a76ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:38,1899-12-30T00:00:00,04ff1347b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:38,0,ec54f51b637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a772f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:38,1899-12-30T00:00:00,04ff134bb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:38,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a775f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:39,1899-12-30T00:00:00,04ff134fb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:39,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a778f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:40,1899-12-30T00:00:00,04ff1353b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:40,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a77bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:40,1899-12-30T00:00:00,04ff1357b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:40,0,f434ce9eb35a11eb80ff000d3a02ed0d,FRAMEWORXCATEGORY,6b84a782f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:41,1899-12-30T00:00:00,04ff135bb3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:41,0,f2c7e677637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a788f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:41,1899-12-30T00:00:00,0b2546d5b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:41,0,f2c7e677637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a78bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
,,0,0,0,2021-05-13T09:24:42,1899-12-30T00:00:00,0b2546d9b3cd11eb80ff000d3a02ed0d,,2021-05-13T09:24:42,0,fa2cdc7d637011e4925a6817294aebff,FRAMEWORXCATEGORY,6b84a791f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,ATALMOR,ATALMOR,ATALMOR
