@NAME,@ALLOWAUTOMATICDELETION,@VALIDATED,@TEMPLATE,@EXPORTFLAG,@DATEVALIDATED,@DESCRIPTION,@TYPE,@WHENCREATED,@WHENUPDATED,@UNIQUEIDENTIFIER,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:31,2021-05-13T09:24:31,04ff12f2b3cd11eb80ff000d3a02ed0d,658c75e7f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:31,2021-05-13T09:24:31,04ff12f5b3cd11eb80ff000d3a02ed0d,658c75f0f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff12f9b3cd11eb80ff000d3a02ed0d,658c75fcf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff12fcb3cd11eb80ff000d3a02ed0d,658c75fff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff12ffb3cd11eb80ff000d3a02ed0d,658c7602f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff1302b3cd11eb80ff000d3a02ed0d,658c7605f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff1305b3cd11eb80ff000d3a02ed0d,658c7608f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:32,2021-05-13T09:24:32,04ff1308b3cd11eb80ff000d3a02ed0d,658c760ef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:33,2021-05-13T09:24:33,04ff130bb3cd11eb80ff000d3a02ed0d,658c7611f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:33,2021-05-13T09:24:33,04ff130eb3cd11eb80ff000d3a02ed0d,658c7614f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:33,2021-05-13T09:24:33,04ff1312b3cd11eb80ff000d3a02ed0d,658c761df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:34,2021-05-13T09:24:34,04ff1315b3cd11eb80ff000d3a02ed0d,658c7620f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:34,2021-05-13T09:24:34,04ff1318b3cd11eb80ff000d3a02ed0d,658c7632f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:34,2021-05-13T09:24:34,04ff131bb3cd11eb80ff000d3a02ed0d,6b84a73ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:34,2021-05-13T09:24:34,04ff131eb3cd11eb80ff000d3a02ed0d,6b84a742f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:34,2021-05-13T09:24:34,04ff1321b3cd11eb80ff000d3a02ed0d,6b84a748f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:34,2021-05-13T09:24:34,04ff1324b3cd11eb80ff000d3a02ed0d,6b84a74bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:35,2021-05-13T09:24:35,04ff1327b3cd11eb80ff000d3a02ed0d,6b84a74ef4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:35,2021-05-13T09:24:35,04ff132ab3cd11eb80ff000d3a02ed0d,6b84a751f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:35,2021-05-13T09:24:35,04ff132db3cd11eb80ff000d3a02ed0d,6b84a754f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:35,2021-05-13T09:24:35,04ff1330b3cd11eb80ff000d3a02ed0d,6b84a75af4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:35,2021-05-13T09:24:35,04ff1333b3cd11eb80ff000d3a02ed0d,6b84a75df4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:36,2021-05-13T09:24:36,04ff1336b3cd11eb80ff000d3a02ed0d,6b84a763f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,bd2c888c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:36,2021-05-13T09:24:36,04ff133ab3cd11eb80ff000d3a02ed0d,6b84a769f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:37,2021-05-13T09:24:37,04ff133eb3cd11eb80ff000d3a02ed0d,6b84a76cf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:37,2021-05-13T09:24:37,04ff1342b3cd11eb80ff000d3a02ed0d,6b84a76ff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:38,2021-05-13T09:24:38,04ff1346b3cd11eb80ff000d3a02ed0d,6b84a772f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:38,2021-05-13T09:24:38,04ff134ab3cd11eb80ff000d3a02ed0d,6b84a775f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:39,2021-05-13T09:24:39,04ff134eb3cd11eb80ff000d3a02ed0d,6b84a778f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:40,2021-05-13T09:24:40,04ff1352b3cd11eb80ff000d3a02ed0d,6b84a77bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:40,2021-05-13T09:24:40,04ff1356b3cd11eb80ff000d3a02ed0d,6b84a782f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:41,2021-05-13T09:24:41,04ff135ab3cd11eb80ff000d3a02ed0d,6b84a788f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:41,2021-05-13T09:24:41,0b2546d4b3cd11eb80ff000d3a02ed0d,6b84a78bf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:42,2021-05-13T09:24:42,0b2546d8b3cd11eb80ff000d3a02ed0d,6b84a791f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:42,2021-05-13T09:24:42,0b2546dcb3cd11eb80ff000d3a02ed0d,6b84a794f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:43,2021-05-13T09:24:43,0b2546e0b3cd11eb80ff000d3a02ed0d,6b84a797f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:43,2021-05-13T09:24:43,0b2546e4b3cd11eb80ff000d3a02ed0d,6b84a7a0f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:44,2021-05-13T09:24:44,0b2546e7b3cd11eb80ff000d3a02ed0d,6b84a7a6f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:44,2021-05-13T09:24:44,0b2546eab3cd11eb80ff000d3a02ed0d,6b84a7a9f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:44,2021-05-13T09:24:44,0b2546edb3cd11eb80ff000d3a02ed0d,6b84a7acf4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:44,2021-05-13T09:24:44,0b2546f0b3cd11eb80ff000d3a02ed0d,6b84a7aff4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:44,2021-05-13T09:24:44,0b2546f3b3cd11eb80ff000d3a02ed0d,6b84a7b2f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:44,2021-05-13T09:24:44,0b2546f6b3cd11eb80ff000d3a02ed0d,6b84a7b5f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:45,2021-05-13T09:24:45,0b2546f9b3cd11eb80ff000d3a02ed0d,6b84a7b8f4da11e4aa85002590713bc0,FRAMEWORXFUNCTION,271efcfde24d11e392b26817294aebff,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:45,2021-05-13T09:24:45,0b2546fcb3cd11eb80ff000d3a02ed0d,caf7cab7283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:45,2021-05-13T09:24:45,0b2546ffb3cd11eb80ff000d3a02ed0d,caf7caba283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:45,2021-05-13T09:24:45,0b254702b3cd11eb80ff000d3a02ed0d,caf7cabd283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:45,2021-05-13T09:24:45,0b254705b3cd11eb80ff000d3a02ed0d,caf7cac0283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:46,2021-05-13T09:24:46,0b254708b3cd11eb80ff000d3a02ed0d,caf7cac3283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:46,2021-05-13T09:24:46,0b25470bb3cd11eb80ff000d3a02ed0d,caf7cb17283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:46,2021-05-13T09:24:46,0b25470db3cd11eb80ff000d3a02ed0d,caf7cb1b283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:46,2021-05-13T09:24:46,0b25470fb3cd11eb80ff000d3a02ed0d,caf7cb27283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:46,2021-05-13T09:24:46,0b254711b3cd11eb80ff000d3a02ed0d,caf7cb2b283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:46,2021-05-13T09:24:46,0b254713b3cd11eb80ff000d3a02ed0d,caf7cb2f283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:47,2021-05-13T09:24:47,0b254716b3cd11eb80ff000d3a02ed0d,9ea81313e02b11e780d0000d3a02ed0d,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:48,2021-05-13T09:24:48,0b25471ab3cd11eb80ff000d3a02ed0d,caf7cb48283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:50,2021-05-13T09:24:50,0b25471db3cd11eb80ff000d3a02ed0d,9ea81319e02b11e780d0000d3a02ed0d,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:51,2021-05-13T09:24:51,0b254721b3cd11eb80ff000d3a02ed0d,d129e273283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:51,2021-05-13T09:24:51,11202fe1b3cd11eb80ff000d3a02ed0d,d129e277283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,d0cf8e05240411dc87cb00059a3c7800,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:52,2021-05-13T09:24:52,11202fe3b3cd11eb80ff000d3a02ed0d,caf7cac6283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:52,2021-05-13T09:24:52,11202fe5b3cd11eb80ff000d3a02ed0d,caf7cac9283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:53,2021-05-13T09:24:53,11202fe7b3cd11eb80ff000d3a02ed0d,caf7cacf283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:53,2021-05-13T09:24:53,11202fe9b3cd11eb80ff000d3a02ed0d,caf7cad2283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:54,2021-05-13T09:24:54,11202febb3cd11eb80ff000d3a02ed0d,caf7cad5283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:55,2021-05-13T09:24:55,11202fedb3cd11eb80ff000d3a02ed0d,caf7cad8283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:55,2021-05-13T09:24:55,11202fefb3cd11eb80ff000d3a02ed0d,caf7cadb283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:56,2021-05-13T09:24:56,11202ff5b3cd11eb80ff000d3a02ed0d,caf7cae4283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:56,2021-05-13T09:24:56,11202ff7b3cd11eb80ff000d3a02ed0d,caf7cae7283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:57,2021-05-13T09:24:57,11202ff9b3cd11eb80ff000d3a02ed0d,caf7caed283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:57,2021-05-13T09:24:57,11202ffbb3cd11eb80ff000d3a02ed0d,caf7caf0283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:58,2021-05-13T09:24:58,11202ffdb3cd11eb80ff000d3a02ed0d,caf7caf3283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:24:59,2021-05-13T09:24:59,11203000b3cd11eb80ff000d3a02ed0d,caf7caf7283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:00,2021-05-13T09:25:00,11203003b3cd11eb80ff000d3a02ed0d,caf7cafa283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:01,2021-05-13T09:25:01,11203006b3cd11eb80ff000d3a02ed0d,caf7cafd283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2019-05-30T10:45:51,2019-05-30T10:45:51,169840ba82c811e980e2000d3a02ed0d,169840bb82c811e980e2000d3a02ed0d,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2019-05-30T10:45:51,2019-05-30T10:45:51,169840c082c811e980e2000d3a02ed0d,169840c182c811e980e2000d3a02ed0d,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:02,2021-05-13T09:25:02,178160a9b3cd11eb80ff000d3a02ed0d,caf7cb01283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:03,2021-05-13T09:25:03,178160acb3cd11eb80ff000d3a02ed0d,caf7cb04283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:04,2021-05-13T09:25:04,178160afb3cd11eb80ff000d3a02ed0d,caf7cb08283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:05,2021-05-13T09:25:05,178160b3b3cd11eb80ff000d3a02ed0d,caf7cb0e283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:06,2021-05-13T09:25:06,178160b7b3cd11eb80ff000d3a02ed0d,caf7cb11283d11e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c887c815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:06,2021-05-13T09:25:06,178160b9b3cd11eb80ff000d3a02ed0d,8bb26b129ea611e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:07,2021-05-13T09:25:07,178160bcb3cd11eb80ff000d3a02ed0d,8bb26b159ea611e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
,0,0,0,0,1899-12-30T00:00:00,,,2021-05-13T09:25:07,2021-05-13T09:25:07,178160bfb3cd11eb80ff000d3a02ed0d,8bb26b1d9ea611e6bf18002590713bc0,FRAMEWORXFUNCTION,bd2c886f815f11db9401000e3573f0d3,TAMDOMAIN,ATALMOR,ATALMOR,ATALMOR
