@TYPE,@WHENCREATED,@TEMPLATE,@ALLOWAUTOMATICDELETION,@VALIDATED,@WHENUPDATED,@DESCRIPTION,@DATEVALIDATED,@EXPORTFLAG,@NAME,@UNIQUEIDENTIFIER,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:13,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366e0a03a11e1ac75002564cb911c,6e3979c9472211df8c200026b9bf6441,TAMAPPLICATION,2140cc1e8f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366e2a03a11e1ac75002564cb911c,6e3979c9472211df8c200026b9bf6441,TAMAPPLICATION,ec41a0768f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366e4a03a11e1ac75002564cb911c,6e3979c9472211df8c200026b9bf6441,TAMAPPLICATION,ec41a07c8f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366e6a03a11e1ac75002564cb911c,6e3979c9472211df8c200026b9bf6441,TAMAPPLICATION,7bf6a5becb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366e8a03a11e1ac75002564cb911c,6e3979c9472211df8c200026b9bf6441,TAMAPPLICATION,7001e8e4cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366eaa03a11e1ac75002564cb911c,3b7c58ed0e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e864cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366eca03a11e1ac75002564cb911c,3b7c58ed0e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e8becb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366eea03a11e1ac75002564cb911c,3b7c58ed0e1e11e0bc42002564cb911c,TAMAPPLICATION,2140cc1d8f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366f0a03a11e1ac75002564cb911c,3b7c58ed0e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e8e5cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366f2a03a11e1ac75002564cb911c,1823d35f0e1e11e0bc42002564cb911c,TAMAPPLICATION,76001981cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366f4a03a11e1ac75002564cb911c,1823d35f0e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e8cacb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366f6a03a11e1ac75002564cb911c,1823d35f0e1e11e0bc42002564cb911c,TAMAPPLICATION,2140cc198f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366f8a03a11e1ac75002564cb911c,1823d35f0e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e867cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366fba03a11e1ac75002564cb911c,e45e0bde0e1d11e0bc42002564cb911c,TAMAPPLICATION,2140cc208f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366fda03a11e1ac75002564cb911c,e45e0bde0e1d11e0bc42002564cb911c,TAMAPPLICATION,76001981cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f366ffa03a11e1ac75002564cb911c,e45e0bde0e1d11e0bc42002564cb911c,TAMAPPLICATION,7001e8becb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f36701a03a11e1ac75002564cb911c,e45e0bde0e1d11e0bc42002564cb911c,TAMAPPLICATION,2140cc188f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f36703a03a11e1ac75002564cb911c,e45e0bde0e1d11e0bc42002564cb911c,TAMAPPLICATION,7001e867cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f36708a03a11e1ac75002564cb911c,5e6e04d90e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e8aecb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:14,,1899-12-30T00:00:00,0,,e9f3670aa03a11e1ac75002564cb911c,5e6e04d90e1e11e0bc42002564cb911c,TAMAPPLICATION,e9d2fad98f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:14,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3670ca03a11e1ac75002564cb911c,5e6e04d90e1e11e0bc42002564cb911c,TAMAPPLICATION,70279cd2911911df86bd0026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3670ea03a11e1ac75002564cb911c,5e6e04d90e1e11e0bc42002564cb911c,TAMAPPLICATION,76001981cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36710a03a11e1ac75002564cb911c,5e6e04d90e1e11e0bc42002564cb911c,TAMAPPLICATION,7001e8d6cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36713a03a11e1ac75002564cb911c,1d9517a047dc11df8c200026b9bf6441,TAMAPPLICATION,ec41a0728f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36715a03a11e1ac75002564cb911c,1d9517a047dc11df8c200026b9bf6441,TAMAPPLICATION,ec41a0718f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36717a03a11e1ac75002564cb911c,fb5a625247db11df8c200026b9bf6441,TAMAPPLICATION,94bf79bf90f011df86bd0026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36719a03a11e1ac75002564cb911c,fb5a625247db11df8c200026b9bf6441,TAMAPPLICATION,9df014ab8ebf11df89d30026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3671ba03a11e1ac75002564cb911c,fb5a625247db11df8c200026b9bf6441,TAMAPPLICATION,ec41a0798f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3671ea03a11e1ac75002564cb911c,4fb1208647dc11df8c200026b9bf6441,TAMAPPLICATION,9df014ac8ebf11df89d30026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36720a03a11e1ac75002564cb911c,4fb1208647dc11df8c200026b9bf6441,TAMAPPLICATION,37b14902860111dd9427001de065480b,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36722a03a11e1ac75002564cb911c,4fb1208647dc11df8c200026b9bf6441,TAMAPPLICATION,760019f6cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36724a03a11e1ac75002564cb911c,4fb1208647dc11df8c200026b9bf6441,TAMAPPLICATION,a853679185f711dd9427001de065480b,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36726a03a11e1ac75002564cb911c,4fb1208647dc11df8c200026b9bf6441,TAMAPPLICATION,2140cc228f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36728a03a11e1ac75002564cb911c,d517350547db11df8c200026b9bf6441,TAMAPPLICATION,9df014ab8ebf11df89d30026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3672aa03a11e1ac75002564cb911c,d517350547db11df8c200026b9bf6441,TAMAPPLICATION,7bf6a5bdcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3672ca03a11e1ac75002564cb911c,b3b0078a153911ddad71001e378839ac,TAMAPPLICATION,7bf6a51ecb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f3672ea03a11e1ac75002564cb911c,b3b00787153911ddad71001e378839ac,TAMAPPLICATION,7600196ecb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36730a03a11e1ac75002564cb911c,b3b00787153911ddad71001e378839ac,TAMAPPLICATION,76001972cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36735a03a11e1ac75002564cb911c,911c7d5013d811ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:15,,1899-12-30T00:00:00,0,,e9f36737a03a11e1ac75002564cb911c,911c7d5113d811ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:15,0,0,0,2012-05-17T12:11:16,,1899-12-30T00:00:00,0,,e9f36739a03a11e1ac75002564cb911c,3b5bc7f113d711ddad71001e378839ac,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:16,0,0,0,2012-05-17T12:11:16,,1899-12-30T00:00:00,0,,e9f36746a03a11e1ac75002564cb911c,cf3b34ac0ea011e0bc42002564cb911c,TAMAPPLICATION,f0e5689a7e0511e1a8e8002564cb911c,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:16,0,0,0,2012-05-17T12:11:16,,1899-12-30T00:00:00,0,,e9f36748a03a11e1ac75002564cb911c,0700e88b0ea111e0bc42002564cb911c,TAMAPPLICATION,e29e507e7e0911e1a8e8002564cb911c,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:16,0,0,0,2012-05-17T12:11:16,,1899-12-30T00:00:00,0,,e9f36757a03a11e1ac75002564cb911c,b4beed720e2411e0bc42002564cb911c,TAMAPPLICATION,e29e507e7e0911e1a8e8002564cb911c,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:16,0,0,0,2012-05-17T12:11:16,,1899-12-30T00:00:00,0,,e9f36759a03a11e1ac75002564cb911c,b4beed720e2411e0bc42002564cb911c,TAMAPPLICATION,f0e5689a7e0511e1a8e8002564cb911c,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:17,0,0,0,2012-05-17T12:11:17,,1899-12-30T00:00:00,0,,e9f36766a03a11e1ac75002564cb911c,b4beed720e2411e0bc42002564cb911c,TAMAPPLICATION,7bf6a57ecb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-16T09:12:27,0,0,0,2009-10-16T09:12:27,,1899-12-30T00:00:00,0,,ee179039ba5d11de8709002170a82a63,911c7d5013d811ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-16T09:12:34,0,0,0,2009-10-16T09:12:34,,1899-12-30T00:00:00,0,,ee17903aba5d11de8709002170a82a63,911c7d5113d811ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-30T14:53:41,0,0,0,2012-10-30T14:53:41,,1899-12-30T00:00:00,0,,ef657b8022d311e2bbcaf04da23a38c8,5c3a267767c411e1a5f7002564cb911c,TAMAPPLICATION,7001e965cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe937525611db908800059a3c7800,2008-09-17T08:53:09,0,0,0,2008-09-17T08:53:09,,1899-12-30T00:00:00,0,,f59ff96384bf11dd8a450015c54ddcd2,687dd08a0eeb11dc87b800059a3c7800,TAMAPPLICATION,760018b1cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:34:00,0,0,0,2009-10-19T13:34:00,,1899-12-30T00:00:00,0,,f7367ad6bcdd11de870d002170a82a63,467a59c802ff11dc878f00059a3c7800,TAMAPPLICATION,7001e93ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-09-09T15:47:20,0,0,0,2009-09-09T15:47:20,,1899-12-30T00:00:00,0,,f7533fd09d8111de86db002170a82a63,3c3066d802fe11dc878f00059a3c7800,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-08-04T11:54:17,0,0,0,2008-08-04T11:54:17,,1899-12-30T00:00:00,0,,f92d7592624511dd8a1c0015c54ddcd2,2eda2ea002fe11dc878f00059a3c7800,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-09-09T15:47:32,0,0,0,2009-09-09T15:47:32,,1899-12-30T00:00:00,0,,fe9225549d8111de86db002170a82a63,3c3066d802fe11dc878f00059a3c7800,TAMAPPLICATION,7001e94dcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
