@NAME,@VALIDATED,@TYPE,@DESCRIPTION,@TEMPLATE,@WHENCREATED,@WHENUPDATED,@UNIQUEIDENTIFIER,@EXPORTFLAG,@ALLOWAUTOMATICDELETION,@DATEVALIDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca00bb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856b1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca00cb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856b5b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca00db98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856b9b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca00eb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856bdb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca00fb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856c1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca010b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856cbb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca011b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856cfb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca012b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856d0b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:04,2020-06-28T20:51:04,142ca013b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856d4b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca014b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856d8b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca015b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856dcb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca016b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856dfb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca017b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856ceb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856ebb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca018b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856f2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca019b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856f3b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca01ab98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856f4b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca01bb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856f8b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:05,2020-06-28T20:51:05,142ca01cb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856fdb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca01db98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856feb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca01eb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111856ffb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca01fb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185703b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca020b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185706b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca021b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185709b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca022b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118570db7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca023b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185711b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca024b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185712b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca025b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185716b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca026b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111856f1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185720b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca027b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185729b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca028b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118572db7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca029b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185731b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca02ab98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185734b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca02bb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185735b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca02cb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185736b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca02db98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185737b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca02eb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185728b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185738b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca02fb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118573ab7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:06,2020-06-28T20:51:06,142ca030b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118573bb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca031b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118574db7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca032b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185750b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca033b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185754b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca034b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185757b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca035b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118575bb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca036b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118575fb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca037b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185762b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca038b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185739b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185773b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca039b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185779b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118577ab7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca03ab98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185779b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118577bb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca03bb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185779b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118577fb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca03cb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185779b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185783b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca03db98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185779b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118578ab7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca03eb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185791b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca03fb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185792b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca040b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,11185797b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca041b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118579bb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca042b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1118579fb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca043b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857a3b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca044b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857a7b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca045b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857abb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca046b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,11185790b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:07,2020-06-28T20:51:07,142ca047b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b3b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca048b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b4b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca049b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b5b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca04ab98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca04bb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b7b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca04cb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b8b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca04db98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857b9b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca04eb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857bab7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca04fb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857bbb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca050b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857bcb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca051b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857bdb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca052b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857beb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca053b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857b2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857ccb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca054b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857d3b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca055b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857d4b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca056b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857d5b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca057b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857d9b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca058b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857ddb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca059b98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857e1b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca05ab98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,111857e2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca05bb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,111857d2b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,1714069eb7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca05cb98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,171406a4b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,171406a5b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
,0,,,0,2020-06-28T20:51:08,2020-06-28T20:51:08,142ca05db98111ea80f1000d3a02ed0d,0,0,1899-12-30T00:00:00,171406a4b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,171406a6b7b211ea80f1000d3a02ed0d,FRAMEWORXCAPABILITY,DFREED,DFREED,DFREED
